Country/Territory,Region,C/T?,Edition,Status,PR_Rating,CL_Rating,A,B,C,Add_Q,Add_A,PR,D,E,F,G,CL,Total
Jordan,MENA,c,2021,NF,6,5,2,6,3,0,,11,7,1,7,8,23,34
Kazakhstan,Eurasia,c,2021,NF,7,5,1,3,1,0,,5,4,2,4,8,18,23
Kenya,SSA,c,2021,PF,4,4,6,8,5,0,,19,10,7,5,7,29,48
Kiribati,Asia,c,2021,F,1,1,12,15,10,0,,37,16,12,15,13,56,93
Kosovo,Europe,c,2021,PF,4,4,8,10,5,0,,23,9,8,6,8,31,54
Kuwait,MENA,c,2021,PF,5,5,3,7,4,0,,14,6,4,7,6,23,37
Kyrgyzstan,Eurasia,c,2021,NF,7,5,2,3,0,1,,4,10,5,2,7,24,28
Laos,Asia,c,2021,NF,7,6,0,0,2,0,,2,3,0,2,6,11,13
Latvia,Europe,c,2021,F,1,2,12,15,10,0,,37,14,12,12,14,52,89
Lebanon,MENA,c,2021,PF,5,4,5,7,1,0,,13,11,8,5,6,30,43
Lesotho,SSA,c,2021,PF,3,3,10,11,6,0,,27,12,7,8,9,36,63
Liberia,SSA,c,2021,PF,3,4,8,12,7,0,,27,11,7,6,9,33,60
Libya,MENA,c,2021,NF,7,6,0,1,0,0,,1,4,2,0,2,8,9
Liechtenstein,Europe,c,2021,F,2,1,10,13,10,0,,33,16,12,14,15,57,90
Lithuania,Europe,c,2021,F,1,2,12,16,10,0,,38,15,11,12,14,52,90
Luxembourg,Europe,c,2021,F,1,1,12,16,10,0,,38,16,12,15,16,59,97
Madagascar,SSA,c,2021,PF,3,4,9,11,7,0,,27,10,8,7,8,33,60
Malawi,SSA,c,2021,PF,3,3,9,12,8,0,,29,13,8,9,7,37,66
Malaysia,Asia,c,2021,PF,4,4,6,9,6,0,,21,8,6,7,9,30,51
Maldives,Asia,c,2021,PF,4,5,7,8,4,0,,19,3,5,6,7,21,40
Mali,SSA,c,2021,NF,6,5,2,5,2,0,,9,10,6,4,4,24,33
Malta,Europe,c,2021,F,2,1,12,14,9,0,,35,14,12,15,14,55,90
Marshall Islands,Asia,c,2021,F,1,1,12,16,10,0,,38,16,11,15,13,55,93
Mauritania,SSA,c,2021,PF,5,5,6,4,4,0,,14,9,4,4,4,21,35
Mauritius,SSA,c,2021,F,1,2,12,15,10,0,,37,14,11,13,12,50,87
Mexico,Americas,c,2021,PF,3,4,9,13,5,0,,27,13,7,5,9,34,61
Micronesia,Asia,c,2021,F,1,1,12,15,10,0,,37,16,11,15,13,55,92
Moldova,Eurasia,c,2021,PF,3,3,9,12,5,0,,26,12,8,6,9,35,61
Monaco,Europe,c,2021,F,3,1,8,10,8,0,,26,16,12,14,15,57,83
Mongolia,Asia,c,2021,F,1,2,11,16,9,0,,36,14,11,11,12,48,84
Montenegro,Europe,c,2021,PF,3,3,9,10,5,0,,24,10,9,9,11,39,63
Morocco,MENA,c,2021,PF,5,5,5,5,3,0,,13,7,5,5,7,24,37
Mozambique,SSA,c,2021,PF,5,4,3,7,4,0,,14,9,6,6,8,29,43
Myanmar,Asia,c,2021,NF,5,6,5,8,4,4,,13,5,5,1,4,15,28
Nagorno-Karabakh,Eurasia,t,2021,PF,5,5,7,7,3,1,,16,7,5,3,4,19,35
Namibia,SSA,c,2021,F,2,2,11,12,8,0,,31,14,11,11,10,46,77
Nauru,Asia,c,2021,F,2,3,12,14,8,0,,34,13,9,9,12,43,77
Nepal,Asia,c,2021,PF,3,4,10,10,5,0,,25,10,7,6,8,31,56
Netherlands,Europe,c,2021,F,1,1,12,16,12,0,,40,16,12,15,15,58,98
New Zealand,Asia,c,2021,F,1,1,12,16,12,0,,40,16,12,15,16,59,99
Nicaragua,Americas,c,2021,NF,6,5,3,4,3,0,,10,7,2,3,8,20,30
Niger,SSA,c,2021,PF,4,4,6,8,6,0,,20,10,6,6,6,28,48
Nigeria,SSA,c,2021,PF,4,5,6,10,5,0,,21,9,6,4,5,24,45
North Korea,Asia,c,2021,NF,7,7,0,0,0,0,,0,0,0,0,3,3,3
North Macedonia,Europe,c,2021,PF,3,3,9,11,7,0,,27,12,8,9,10,39,66
Northern Cyprus,Europe,t,2021,F,3,2,9,12,7,0,,28,15,11,13,11,50,78
Norway,Europe,c,2021,F,1,1,12,16,12,0,,40,16,12,16,16,60,100
Oman,MENA,c,2021,NF,6,5,2,2,2,0,,6,5,3,4,5,17,23
Pakistan,Asia,c,2021,PF,5,5,5,6,4,0,,15,6,6,4,6,22,37
Pakistani Kashmir,Asia,t,2021,NF,6,5,4,4,3,2,,9,6,4,3,6,19,28
Palau,Asia,c,2021,F,1,1,12,15,10,0,,37,16,11,15,13,55,92
Panama,Americas,c,2021,F,2,2,12,15,8,0,,35,15,11,10,12,48,83
Papua New Guinea,Asia,c,2021,PF,4,3,7,13,3,0,,23,14,10,7,8,39,62
Paraguay,Americas,c,2021,PF,3,3,10,12,6,0,,28,12,8,7,10,37,65
Peru,Americas,c,2021,PF,3,3,10,13,6,0,,29,15,8,8,11,42,71
Philippines,Asia,c,2021,PF,3,4,9,10,6,0,,25,12,6,3,10,31,56
Poland,Europe,c,2021,F,2,2,10,16,8,0,,34,13,10,11,14,48,82
Portugal,Europe,c,2021,F,1,1,12,16,11,0,,39,16,12,14,15,57,96
Qatar,MENA,c,2021,NF,6,5,2,2,3,0,,7,7,2,5,4,18,25
Romania,Europe,c,2021,F,2,2,12,14,9,0,,35,13,11,12,12,48,83
Russia,Eurasia,c,2021,NF,7,6,0,3,2,0,,5,3,3,2,7,15,20
Rwanda,SSA,c,2021,NF,6,6,2,2,4,0,,8,3,2,2,6,13,21
Samoa,Asia,c,2021,F,2,2,9,12,9,0,,30,14,11,14,12,51,81
San Marino,Europe,c,2021,F,1,1,12,15,11,0,,38,15,12,13,15,55,93
Sao Tome and Principe,SSA,c,2021,F,2,2,11,15,9,0,,35,15,11,12,11,49,84
Saudi Arabia,MENA,c,2021,NF,7,7,0,0,1,0,,1,2,0,2,2,6,7
Senegal,SSA,c,2021,PF,3,3,9,12,8,0,,29,13,9,9,11,42,71
Serbia,Europe,c,2021,PF,4,3,7,10,5,0,,22,12,9,9,12,42,64
Seychelles,SSA,c,2021,F,2,3,12,13,9,0,,34,12,9,11,11,43,77
Sierra Leone,SSA,c,2021,PF,3,3,10,11,7,0,,28,12,6,9,10,37,65
Singapore,Asia,c,2021,PF,4,4,4,8,7,0,,19,8,3,7,11,29,48
Slovakia,Europe,c,2021,F,1,1,12,15,10,0,,37,15,12,12,14,53,90
Slovenia,Europe,c,2021,F,1,1,12,16,11,0,,39,15,12,15,14,56,95
Solomon Islands,Asia,c,2021,F,2,2,9,14,7,0,,30,16,10,11,12,49,79
Somalia,SSA,c,2021,NF,7,7,0,1,0,0,,1,3,3,0,0,6,7
Somaliland,SSA,t,2021,PF,4,5,5,9,4,0,,18,6,5,7,6,24,42
South Africa,SSA,c,2021,F,2,2,12,13,8,0,,33,15,12,9,10,46,79
South Korea,Asia,c,2021,F,2,2,11,13,9,0,,33,14,11,12,13,50,83
South Ossetia,Eurasia,t,2021,NF,7,6,2,2,0,2,,2,3,2,1,2,8,10
South Sudan,SSA,c,2021,NF,7,7,1,1,0,4,,-2,2,2,0,0,4,2
Spain,Europe,c,2021,F,1,1,12,16,9,0,,37,14,11,13,15,53,90
Sri Lanka,Asia,c,2021,PF,4,4,9,10,5,1,,23,8,9,8,8,33,56
St. Kitts and Nevis,Americas,c,2021,F,2,1,10,15,10,0,,35,16,12,13,13,54,89
St. Lucia,Americas,c,2021,F,1,1,11,16,10,0,,37,15,12,13,14,54,91
St. Vincent and the Grenadines,Americas,c,2021,F,1,1,11,15,10,0,,36,15,12,14,14,55,91
Sudan,SSA,c,2021,NF,7,6,0,4,0,2,,2,7,4,1,3,15,17
Suriname,Americas,c,2021,F,2,2,11,14,9,0,,34,15,11,9,10,45,79
Sweden,Europe,c,2021,F,1,1,12,16,12,0,,40,16,12,16,16,60,100
Switzerland,Europe,c,2021,F,1,1,12,15,12,0,,39,15,12,15,15,57,96
Syria,MENA,c,2021,NF,7,7,0,0,0,3,,-3,3,0,0,1,4,1
Taiwan,Asia,c,2021,F,1,1,12,15,11,0,,38,16,11,15,14,56,94
Tajikistan,Eurasia,c,2021,NF,7,6,0,0,0,0,,0,1,2,1,4,8,8
Tanzania,SSA,c,2021,PF,5,5,3,5,4,0,,12,7,4,4,7,22,34
Thailand,Asia,c,2021,NF,7,5,1,2,2,0,,5,6,4,5,10,25,30
The Gambia,SSA,c,2021,PF,4,4,7,9,4,0,,20,8,6,6,6,26,46
Tibet,Asia,t,2021,NF,7,7,0,0,1,3,,-2,0,0,0,3,3,1
Timor-Leste,Asia,c,2021,F,2,3,11,14,8,0,,33,14,8,8,9,39,72
Togo,SSA,c,2021,PF,5,4,4,6,5,0,,15,9,6,6,7,28,43
Tonga,Asia,c,2021,F,2,2,9,14,7,0,,30,14,10,12,13,49,79
Transnistria,Eurasia,t,2021,NF,6,6,2,4,2,0,,8,4,1,2,5,12,20
Trinidad and Tobago,Americas,c,2021,F,2,2,11,13,9,0,,33,16,11,9,13,49,82
Tunisia,MENA,c,2021,F,2,3,12,14,6,0,,32,12,8,9,10,39,71
Turkey,Europe,c,2021,NF,5,6,5,8,3,0,,16,5,3,3,5,16,32
Turkmenistan,Eurasia,c,2021,NF,7,7,0,0,0,0,,0,0,0,0,2,2,2
Tuvalu,Asia,c,2021,F,1,1,12,15,10,0,,37,16,12,15,13,56,93
Uganda,SSA,c,2021,NF,6,5,3,5,3,0,,11,8,4,4,7,23,34
Ukraine,Eurasia,c,2021,PF,3,4,9,12,5,0,,26,11,7,6,10,34,60
United Arab Emirates,MENA,c,2021,NF,7,6,1,2,2,0,,5,3,2,3,4,12,17
United Kingdom,Europe,c,2021,F,1,1,12,16,11,0,,39,14,12,13,15,54,93
United States,Americas,c,2021,F,2,2,10,14,8,0,,32,15,10,11,15,51,83
Uruguay,Americas,c,2021,F,1,1,12,16,12,0,,40,16,12,15,15,58,98
Uzbekistan,Eurasia,c,2021,NF,7,6,1,0,1,0,,2,3,1,1,4,9,11
Vanuatu,Asia,c,2021,F,2,2,10,15,8,0,,33,14,11,13,11,49,82
Venezuela,Americas,c,2021,NF,7,6,0,1,0,0,,1,6,2,1,4,13,14
Vietnam,Asia,c,2021,NF,7,6,0,1,2,0,,3,3,1,4,8,16,19
West Bank,MENA,t,2021,NF,7,5,1,4,2,3,,4,7,5,4,5,21,25
Western Sahara,MENA,t,2021,NF,7,7,0,0,0,3,,-3,3,0,0,4,7,4
Yemen,MENA,c,2021,NF,7,6,0,1,0,0,,1,3,3,2,2,10,11
Zambia,SSA,c,2021,PF,4,4,6,10,4,0,,20,9,7,8,8,32,52
Zimbabwe,SSA,c,2021,NF,6,5,3,5,3,0,,11,7,3,2,5,17,28
