Country/Territory,Region,C/T?,Edition,Status2012,PR_Rating,CL_Rating,A,B,C,Add_Q,Add_A,PR,D,E,F,G,CL,Score2012
Transnistria,Eurasia,t,2012,NF,6,6,3,5,1,0,0.0,9,6,2,2,5,15,24
Trinidad and Tobago,Americas,c,2012,F,2,2,11,13,9,0,0.0,33,15,11,9,13,48,81
Tunisia,MENA,c,2012,PF,3,4,9,12,4,0,0.0,25,10,8,6,9,33,58
Turkey,Europe,c,2012,PF,3,3,11,10,7,0,0.0,28,10,7,8,10,35,63
Turkmenistan,Eurasia,c,2012,NF,7,7,0,1,0,0,0.0,1,2,0,1,3,6,7
Tuvalu,Asia,c,2012,F,1,1,12,15,10,0,0.0,37,16,12,15,14,57,94
Uganda,SSA,c,2012,PF,5,4,3,7,3,0,0.0,13,11,5,6,7,29,42
Ukraine,Eurasia,c,2012,PF,4,3,9,10,4,0,0.0,23,10,8,8,11,37,60
United Arab Emirates,MENA,c,2012,NF,6,6,1,2,2,0,3.0,8,6,2,4,4,16,24
United Kingdom,Europe,c,2012,F,1,1,12,16,12,0,0.0,40,15,12,14,15,56,96
United States,Americas,c,2012,F,1,1,11,16,11,0,0.0,38,16,10,14,15,55,93
Uruguay,Americas,c,2012,F,1,1,12,16,11,0,0.0,39,16,12,15,15,58,97
Uzbekistan,Eurasia,c,2012,NF,7,7,0,0,0,0,0.0,0,1,0,0,3,4,4
Vanuatu,Asia,c,2012,F,2,2,9,15,8,0,0.0,32,16,11,10,11,48,80
Venezuela,Americas,c,2012,PF,5,5,6,8,3,0,0.0,17,9,4,4,7,24,41
Vietnam,Asia,c,2012,NF,7,5,0,1,1,0,0.0,2,4,1,4,8,17,19
West Bank,MENA,t,2012,NF,6,5,2,5,2,2,0.0,7,8,6,5,5,24,31
Western Sahara,MENA,t,2012,NF,7,7,0,0,0,2,0.0,-2,3,0,0,4,7,5
Yemen,MENA,c,2012,NF,6,6,3,4,1,0,0.0,8,6,2,2,5,15,23
Zambia,SSA,c,2012,PF,3,4,9,13,7,0,0.0,29,11,7,8,8,34,63
Zimbabwe,SSA,c,2012,NF,6,6,2,4,2,0,0.0,8,4,3,1,4,12,20
