CountryID,Country_Name,WEBNAME,Region,World_Rank,Region_Rank,2013_Score,Change_in_Yearly_Score_from_2012,Property_Rights,Change_in_Property_Rights_from_2012,Freedom_from_Corruption,Change_in_Freedom_from_Corruption_from_2012,Fiscal_Freedom_,Change_in_Fiscal_Freedom_from_2012,Gov't_Spending,Change_in_Gov't_Spending_from_2012,Business_Freedom,Change_in_Business_Freedom_from_2012,Labor_Freedom,Change_in_Labor_Freedom_from_2012,Monetary_Freedom,Change_in_Monetary_Freedom_from_2012,Trade_Freedom,Change_in_Trade_Freedom_from_2012,Investment_Freedom_,Change_in_Investment_Freedom_from_2012,Financial_Freedom,Change_in_Financial_Freedom_from_2012,Tariff_Rate_(%),Income_Tax_Rate_(%),Corporate_Tax_Rate_(%),Tax_Burden_%_of_GDP,Gov't_Expenditure_%_of_GDP_,Country,Population_(Millions),"GDP_(Billions,_PPP)",GDP_Growth_Rate_(%),5_Year_GDP_Growth_Rate_(%),GDP_per_Capita_(PPP),Unemployment_(%),Inflation_(%),FDI_Inflow_(Millions),Public_Debt_(%_of_GDP)
41,Croatia,Croatia,Europe,78.0,35.0,61.3,0.4,40.0,0.0,40.0,-1.0,75.4,-1.0,48.7,3.7,63.0,-0.4,42.4,-2.0,81.1,-0.3,87.5,0.0,75.0,5.0,60.0,0.0,1.2,40.0,20.0,21.4,41.359,Croatia,4.416,80.334,-0.04,-0.06667321525389847,18191.682,17.7,2.26,1494.0898443745,45.571
42,Cuba,Cuba,South and Central America / Caribbean,176.0,29.0,28.5,0.2,10.0,0.0,42.0,5.0,62.7,1.2,0.0,0.0,10.0,0.0,20.0,0.0,67.4,-3.9,62.7,0.0,0.0,0.0,10.0,0.0,8.7,50.0,30.0,18.2,75.2,Cuba,11.2,120.3,2.7,,10704.0,,4.7,110.0,35.4
43,Cyprus,Cyprus,Europe,41.0,19.0,69.0,-2.8,70.0,0.0,63.0,0.0,79.8,-3.5,32.7,-4.4,80.7,-0.9,62.8,-7.1,84.1,-1.6,81.8,-0.3,75.0,0.0,60.0,-10.0,1.6,35.0,10.0,26.3,47.377,Cyprus,0.816,23.728,0.5,1.6648797160820683,29074.125,5.6,3.486,276.3267093438,71.843
44,Czech Republic,CzechRepublic,Europe,29.0,15.0,70.9,1.0,70.0,0.0,44.0,-2.0,82.0,0.0,43.5,6.7,65.8,-1.9,85.5,7.6,81.7,0.2,86.8,-0.3,70.0,0.0,80.0,0.0,1.6,15.0,19.0,34.898,43.4,Czech Republic,10.53,284.952,1.655,1.6460320949401641,27062.243,6.7,1.929,5404.5456857238,41.462
45,Denmark,Denmark,Europe,9.0,2.0,76.1,-0.1,90.0,0.0,94.0,1.0,39.8,0.0,5.9,5.9,98.4,-0.7,91.1,-1.0,80.0,-0.7,86.8,-0.3,85.0,-5.0,90.0,0.0,1.6,55.4,25.0,48.2,56.0,Denmark,5.561,206.586,1.05,-0.5773819768883692,37151.508,8.0,2.757,14770.773612283,46.427
46,Djibouti,Djibouti,Sub-Saharan Africa,127.0,25.0,53.9,0.0,30.0,0.0,30.0,-2.0,79.4,-0.9,48.8,6.4,30.0,-0.5,59.6,-2.0,76.6,-0.6,59.6,0.0,65.0,0.0,60.0,0.0,15.2,30.0,25.0,23.2,41.3,Djibouti,0.845,2.231,4.492,4.776114849864044,2641.539,,5.074,77.9986608223,55.456
47,Dominica,Dominica,South and Central America / Caribbean,64.0,12.0,63.9,2.3,60.0,0.0,52.0,0.0,72.0,3.2,50.1,6.3,77.0,-3.5,68.8,6.9,85.3,0.3,74.3,0.0,70.0,10.0,30.0,0.0,7.9,35.0,30.0,26.0,40.8,Dominica,0.071,0.977,0.538,2.328072821538041,13815.721,23.0,2.328,24.9379405132,69.877
48,Dominican Republic,DominicanRepublic,South and Central America / Caribbean,87.0,17.0,59.7,-0.5,30.0,0.0,26.0,-4.0,83.7,-2.1,92.6,1.2,53.7,-1.8,55.6,-3.1,72.9,-2.2,77.8,-2.3,65.0,10.0,40.0,0.0,6.1,25.0,29.0,12.8,15.749,Dominican Republic,10.056,93.383,4.483,5.8662983508872335,9286.724,14.6,8.459,2371.1,29.264
49,Ecuador,Ecuador,South and Central America / Caribbean,159.0,26.0,46.9,-1.4,20.0,0.0,27.0,2.0,80.1,1.8,47.3,-17.0,51.5,-2.6,48.0,7.0,66.9,0.1,68.1,0.0,20.0,-5.0,40.0,0.0,6.0,35.0,23.0,15.2,41.914,Ecuador,15.005,127.426,7.785,4.161312172449749,8492.429,4.9,4.476,567.7660638059,17.976
50,Egypt,Egypt,Middle East / North Africa,125.0,13.0,54.8,-3.1,35.0,0.0,29.0,-2.0,85.6,-4.1,69.4,5.3,63.3,-0.5,43.3,-10.4,58.4,-3.9,73.8,-0.2,50.0,-15.0,40.0,0.0,8.1,25.0,25.0,13.9,31.95,Egypt,79.356,518.976,1.776,5.1496003553030745,6539.844,12.2,11.068,-482.7,76.448
51,El Salvador,ElSalvador,South and Central America / Caribbean,53.0,10.0,66.7,-2.0,40.0,0.0,34.0,-2.0,85.7,0.2,85.4,-5.7,61.8,-1.4,62.0,-3.3,79.6,-2.5,79.0,0.0,70.0,-5.0,70.0,0.0,5.5,25.0,25.0,13.6,22.068,El Salvador,5.904,44.576,1.4,0.935681483941897,7549.79,7.0,3.578,385.5,50.794
52,Equatorial Guinea,EquatorialGuinea,Sub-Saharan Africa,170.0,43.0,42.3,-0.5,15.0,-5.0,19.0,0.0,75.4,-0.1,39.3,11.3,44.4,-0.3,43.1,-0.7,72.8,-0.3,58.8,0.0,25.0,0.0,30.0,-10.0,15.6,35.0,35.0,2.4,45.0,Equatorial Guinea,1.351,26.147,7.094,8.598527213059914,19355.546,22.3,7.342,737.1157641646,8.353
53,Eritrea,Eritrea,Sub-Saharan Africa,173.0,45.0,36.3,0.1,10.0,0.0,25.0,-1.0,57.0,0.0,54.6,7.8,17.3,0.2,54.6,-8.6,55.5,2.6,69.1,0.0,0.0,0.0,20.0,0.0,5.4,30.0,30.0,50.0,38.9,Eritrea,5.489,4.037,8.718,1.0959838622388585,735.471,,13.343,18.5,133.823
54,Estonia,Estonia,Europe,13.0,4.0,75.3,2.1,85.0,5.0,64.0,-1.0,79.7,0.6,56.2,17.4,78.2,2.5,56.0,-0.9,77.1,-2.2,86.8,-0.3,90.0,0.0,80.0,0.0,1.6,21.0,21.0,33.952,38.2,Estonia,1.34,27.313,7.636,-0.4590734141729058,20379.764,10.1,5.121,257.1390036908,6.043
55,Ethiopia,Ethiopia,Sub-Saharan Africa,146.0,32.0,49.4,-2.6,30.0,0.0,27.0,0.0,74.2,-0.6,89.6,-1.5,52.4,-12.0,46.9,-8.6,64.7,-2.4,64.0,-1.6,25.0,0.0,20.0,0.0,10.5,35.0,35.0,11.2,18.626,Ethiopia,86.834,94.878,7.535,9.69805719686374,1092.629,,18.111,206.09,37.261
56,Fiji,Fiji,Asia-Pacific,105.0,18.0,57.2,-0.1,25.0,0.0,20.0,0.0,78.0,-0.1,78.0,-0.9,65.7,6.4,74.9,-0.9,72.8,-2.9,68.0,-1.7,40.0,10.0,50.0,-10.0,11.0,31.0,28.0,21.41247,27.085,Fiji,0.894,4.133,1.95,0.1312340475346785,4620.194,,8.606,204.3285987542,53.894
57,Finland,Finland,Europe,16.0,7.0,74.0,1.7,90.0,0.0,94.0,2.0,66.9,1.5,12.2,7.0,94.8,-0.1,45.3,2.9,79.5,-1.8,86.8,-0.3,90.0,5.0,80.0,0.0,1.6,30.5,24.5,42.14,54.1,Finland,5.401,195.723,2.855,0.6511575377264878,36235.97,7.9,3.324,53.7564901891,48.562
58,France,France,Europe,62.0,30.0,64.1,0.9,80.0,0.0,70.0,2.0,53.0,-0.8,5.6,0.3,84.0,0.3,50.5,-1.1,81.1,-1.2,81.8,-0.3,65.0,10.0,70.0,0.0,1.6,41.0,34.43,42.863,56.1,France,63.087,2217.9,1.715,0.48488908051467217,35156.451,10.6,2.293,40945.0132410284,86.262
59,Gabon,Gabon,Sub-Saharan Africa,99.0,14.0,57.8,1.4,40.0,0.0,30.0,2.0,74.2,0.7,80.1,-1.4,56.5,-1.2,63.1,3.3,77.5,-0.2,61.1,0.0,55.0,10.0,40.0,0.0,14.5,35.0,35.0,11.2,25.755,Gabon,1.518,24.571,5.783,3.7297747699094552,16183.114,,1.3,728.0,20.451
60,"Gambia, The",Gambia,Sub-Saharan Africa,92.0,11.0,58.8,0.0,30.0,0.0,35.0,3.0,75.1,0.1,82.7,-2.8,59.5,3.2,59.3,-7.9,71.1,0.1,60.5,0.0,65.0,5.0,50.0,0.0,14.8,35.0,33.0,13.2,23.994,The Gambia,1.799,3.496,3.26,5.163313282331483,1943.429,,4.796,36.01,68.768
61,Georgia,Georgia,Europe,21.0,11.0,72.2,2.8,45.0,5.0,41.0,3.0,88.2,0.4,68.9,13.1,90.6,3.7,91.1,-1.0,72.6,-1.8,89.2,0.0,75.0,5.0,60.0,0.0,0.4,20.0,15.0,23.46537,32.2,Georgia,4.469,24.541,6.953,4.678508801586534,5491.091,16.3,8.543,974.56678677,33.879
62,Germany,Germany,Europe,19.0,10.0,72.8,1.8,90.0,0.0,80.0,1.0,61.8,0.5,37.3,5.1,92.1,1.6,43.8,2.4,81.2,-2.3,86.8,-0.3,85.0,0.0,70.0,10.0,1.6,47.5,15.8,36.313,45.7,Germany,81.777,3099.08,3.056,1.0941080157393035,37896.948,5.5,2.482,40402.0824210578,81.506
63,Ghana,Ghana,Sub-Saharan Africa,77.0,7.0,61.3,0.6,50.0,0.0,39.0,-2.0,86.0,4.1,52.5,4.2,61.5,-1.4,61.6,-1.3,64.8,-2.1,67.8,0.0,70.0,5.0,60.0,0.0,8.6,25.0,25.0,12.1,39.8,Ghana,24.304,74.937,13.606,7.995313719439023,3083.293,,8.725,3222.25,43.39
64,Greece,Greece,Europe,117.0,40.0,55.4,0.0,40.0,-10.0,34.0,-1.0,66.2,0.9,24.7,8.5,77.1,0.8,42.1,5.5,73.4,0.8,81.8,-0.3,65.0,5.0,50.0,-10.0,1.6,45.0,20.0,30.935,50.1,Greece,11.194,294.339,-6.86,-2.2031443741606815,26293.949,24.4,3.1,1822.9108020379,160.807
65,Guatemala,Guatemala,South and Central America / Caribbean,85.0,16.0,60.0,-0.9,30.0,0.0,27.0,-5.0,79.6,0.0,93.6,-0.3,50.8,2.3,48.7,-4.8,75.5,-1.8,85.2,0.6,60.0,0.0,50.0,0.0,2.4,31.0,31.0,10.8,14.656,Guatemala,14.736,74.709,3.786,3.323834692768579,5069.694,4.1,6.215,984.639,24.062
66,Guinea,Guinea,Sub-Saharan Africa,137.0,29.0,51.2,0.4,20.0,0.0,21.0,1.0,69.6,0.3,82.6,0.0,46.1,7.6,63.8,-0.9,62.8,-4.3,61.2,0.0,45.0,0.0,40.0,0.0,11.9,40.0,35.0,14.7,24.062,Guinea,10.589,11.464,3.553,2.36542225743519,1082.635,,21.524,1210.84,72.187
67,Guinea-Bissau,GuineaBissau,Sub-Saharan Africa,138.0,30.0,51.1,1.0,20.0,0.0,22.0,1.0,89.1,0.4,82.0,18.7,41.3,0.8,54.0,-7.0,72.7,-3.2,65.3,0.0,35.0,0.0,30.0,0.0,9.9,20.0,25.0,7.9,24.5,Guinea-Bissau,1.683,1.925,5.339,3.642700717551195,1144.064,,5.047,19.3660912208,45.23
