CountryID,Country_Name,WEBNAME,Region,World_Rank,Region_Rank,2016_Score,Change_in_Yearly_Score_from_2015,Property_Rights,Change_in_Property_Rights_from_2015,Freedom_from_Corruption,Change_in_Freedom_from_Corruption_from_2015,Fiscal_Freedom_,Change_in_Fiscal_Freedom_from_2015,Gov't_Spending,Change_in_Gov't_Spending_from_2015,Business_Freedom,Change_in_Business_Freedom_from_2015,Labor_Freedom,Change_in_Labor_Freedom_from_2015,Monetary_Freedom,Change_in_Monetary_Freedom_from_2015,Trade_Freedom,Change_in_Trade_Freedom_from_2015,Investment_Freedom_,Change_in_Investment_Freedom_from_2015,Financial_Freedom,Change_in_Financial_Freedom_from_2015,Tariff_Rate_(%),Income_Tax_Rate_(%),Corporate_Tax_Rate_(%),Tax_Burden_%_of_GDP,Gov't_Expenditure_%_of_GDP_,Country,Population_(Millions),"GDP_(Billions,_PPP)",GDP_Growth_Rate_(%),5_Year_GDP_Growth_Rate_(%),GDP_per_Capita_(PPP),Unemployment_(%),Inflation_(%),FDI_Inflow_(Millions),Public_Debt_(%_of_GDP)
1,Afghanistan,Afghanistan,Asia-Pacific,,,,,,,12.0,4.0,91.6,-0.1,81.2,0.0,56.6,-4.8,63.2,-4.3,,,,,55.0,0.0,,,,20.0,20.0,6.61444,25.024,Afghanistan,31.279,60.578,1.534,6.8158,1936.715,9.1,4.611,53.56,6.7
2,Albania,Albania,Europe,59.0,27.0,65.92,0.2,35.0,5.0,33.0,2.0,87.8,0.6,75.0,-1.1,67.6,-3.0,51.5,-1.4,81.7,0.9,87.6,-0.2,70.0,0.0,70.0,0.0,1.2,23.0,15.0,21.7,28.878,Albania,2.774,31.556,2.102,2.2742,11376.825,16.1,1.625,1093.4803000009285,72.564
3,Algeria,Algeria,Middle East / North Africa,154.0,13.0,50.06,1.2,25.0,-5.0,36.0,0.0,81.0,1.0,59.4,20.7,62.1,-4.5,48.2,-2.3,68.1,-3.1,60.8,0,30.0,5.0,30.0,0.0,12.1,35.0,23.0,12.2,38.0,Algeria,38.7,551.809,4.129,3.3274,14258.62,9.5,2.917,1488.0,8.764
4,Angola,Angola,Sub-Saharan Africa,156.0,39.0,48.94,1.0,15.0,0.0,19.0,-4.0,87.75,3.3,50.1,0.0,50.3,2.9,44.8,1.6,72.2,6.8,70.2,0,40.0,0.0,40.0,0.0,4.9,17.0,30.0,6.0,40.791,Angola,24.383,175.641,4.222,4.7008,7203.347,6.8,7.296,-3881.0,38.043
5,Argentina,Argentina,South and Central America / Caribbean,169.0,27.0,43.77,-0.3,15.0,0.0,34.0,0.0,66.1,-0.7,51.3,10.1,56.0,3.2,43.9,0.6,44.0,-15.6,67.4,-1.4,30.0,0.0,30.0,0.0,6.3,35.0,35.0,30.6,40.3,Argentina,41.961,947.573,0.469,4.3988,22582.499,8.2,37.6,6612.0,48.564
6,Armenia,Armenia,Europe,54.0,23.0,66.96,-0.1,20.0,0.0,37.0,1.0,83.8,-0.6,80.7,-2.1,77.5,-5.2,62.2,-2.1,72.8,2.2,85.6,0.2,80.0,5.0,70.0,0.0,2.2,26.0,20.0,23.42514,25.371,Armenia,3.293,24.282,3.432,4.1998,7373.532,17.1,3.111,382.8413837927186,44.222
7,Australia,Australia,Asia-Pacific,5.0,4.0,80.34,-1.1,90.0,0.0,80.0,-1.0,63.1875,-0.5,62.0,0.2,89.4,-4.7,77.2,-4.4,85.2,-0.1,86.4,0,80.0,0.0,90.0,0.0,1.8,45.0,30.0,27.5,35.58288174095027,Australia,23.59,1095.384,2.709,2.6692,46433.299,6.0,2.488,51854.22225427274,34.258
8,Austria,Austria,Europe,28.0,15.0,71.67,0.5,90.0,0.0,72.0,3.0,50.7,0.6,22.4,2.6,79.4,1.4,72.5,-4.2,81.7,1.4,88.0,0,90.0,0.0,70.0,0.0,1.0,50.0,25.0,42.524,50.859288294511096,Austria,8.52,395.49,0.34,1.2806000000000002,46420.129,5.0,1.458,4674.942386607423,86.824
9,Azerbaijan,Azerbaijan,Asia-Pacific,91.0,16.0,60.2,-0.8,20.0,0.0,29.0,1.0,88.0,-0.1,56.7,-3.0,70.3,-4.2,75.2,-3.9,77.0,-2.8,75.8,-0.2,60.0,5.0,50.0,0.0,4.6,25.0,20.0,13.26051,38.004,Azerbaijan,9.383,165.32,2.793,3.1623999999999994,17618.281,5.2,1.351,4430.4,16.353
10,Bahamas,Bahamas,South and Central America / Caribbean,31.0,2.0,70.92,2.2,70.0,0.0,71.0,0.0,97.9,0.1,84.3,1.1,70.7,1.8,72.8,-2.5,78.5,-0.3,64.0,11.8,40.0,10.0,60.0,0.0,13.0,0.0,0.0,14.4,22.847,The Bahamas,0.36,9.022,1.286,1.1178000000000001,25049.452,15.4,1.191,1595.9,60.408
11,Bahrain,Bahrain,Middle East / North Africa,18.0,1.0,74.25,0.9,60.0,0.0,49.0,1.0,99.9,0.0,75.4,2.3,71.9,-0.6,79.1,-4.0,74.6,0.4,82.6,4,70.0,5.0,80.0,0.0,3.7,0.0,0.0,3.1,28.61,Bahrain,1.198,61.939,4.749,3.9744,51713.695,4.1,2.496,957.4468085106383,43.763
12,Bangladesh,Bangladesh,Asia-Pacific,137.0,29.0,53.32,-0.6,20.0,0.0,25.0,-2.0,72.7,0.0,93.6,1.6,52.6,-9.6,62.5,-1.2,68.2,0.5,63.6,4.6,45.0,0.0,30.0,0.0,10.7,25.0,45.0,8.96238,14.61,Bangladesh,158.217,533.739,6.108,6.1914,3373.451,4.3,7.009,1526.7,33.86
13,Barbados,Barbados,South and Central America / Caribbean,45.0,7.0,68.29,0.4,80.0,0.0,74.0,-1.0,75.8,2.0,37.6,-4.5,70.2,-1.4,67.3,-1.9,80.8,2.6,62.2,-1.6,75.0,10.0,60.0,0.0,13.9,35.0,25.0,23.9,45.616,Barbados,0.279,4.516,-0.3,0.1436,16182.966,12.0,1.868,275.06271779033034,100.351
14,Belarus,Belarus,Europe,157.0,43.0,48.77,-1.0,20.0,0.0,31.0,2.0,88.6,2.2,44.8,-9.9,69.0,-3.0,74.9,-5.2,50.4,5.9,79.0,-2,20.0,0.0,10.0,0.0,3.0,13.0,18.0,25.4,42.883,Belarus,9.468,171.952,1.588,3.5256,18161.429,5.9,18.107,1798.1999999999998,37.887
15,Belgium,Belgium,Europe,44.0,21.0,68.41,-0.4,80.0,0.0,76.0,1.0,44.2,0.6,11.0,0.8,85.4,-5.3,60.5,-3.2,84.0,2.3,88.0,0,85.0,0.0,70.0,0.0,1.0,50.0,33.0,44.641,54.4625801113779,Belgium,11.204,481.474,1.043,1.1103999999999998,42973.425,8.5,0.544,-4956.675524822516,105.6
16,Belize,Belize,South and Central America / Caribbean,118.0,20.0,57.35,0.6,35.0,5.0,6.7,0.0,82.1,-0.3,71.9,-6.4,63.3,4.2,60.3,-1.5,79.2,-0.1,70.0,-0.4,55.0,5.0,50.0,0.0,10.0,25.0,25.0,23.2,30.586,Belize,0.357,2.942,3.381,2.6702000000000004,8247.73,11.5,0.925,141.097,76.314
17,Benin,Benin,Sub-Saharan Africa,101.0,12.0,59.31,0.5,30.0,0.0,39.0,3.0,68.1,-0.2,84.9,-1.8,51.3,-3.9,53.8,0.6,82.2,2.3,58.8,0.4,75.0,5.0,50.0,0.0,15.6,45.0,30.0,16.3,22.436,Benin,10.592,19.803,5.475,4.4778,1869.638,1.0,-0.996,377.3586693786252,30.867
18,Bhutan,Bhutan,Asia-Pacific,97.0,20.0,59.53,2.1,60.0,0.0,65.0,2.0,83.06,0.5,67.5,7.4,65.2,3.3,77.6,-3.5,66.9,0.9,60.0,10.6,20.0,0.0,30.0,0.0,10.0,25.0,30.0,13.0,32.898,Bhutan,0.766,5.855,6.353,7.441599999999999,7640.583,2.8,7.703,5.835575470878838,107.511
19,Bolivia,Bolivia,South and Central America / Caribbean,160.0,26.0,47.4,0.6,10.0,0.0,35.0,1.0,86.4,-0.4,55.5,-5.4,58.8,5.1,31.7,6.2,65.0,-4.7,76.6,-1,15.0,5.0,40.0,0.0,4.2,13.0,25.0,23.8,38.504,Bolivia,11.246,69.962,5.4,5.3304,6220.926,2.7,5.765,647.8493302796652,32.409
20,Bosnia and Herzegovina,BosniaHerzegovina,Europe,108.0,39.0,58.63,-0.4,20.0,0.0,39.0,-3.0,83.9,1.0,33.1,5.8,54.6,1.1,59.4,-4.0,84.3,0.3,87.0,-0.2,65.0,-5.0,60.0,0.0,1.5,10.0,10.0,37.6,47.234,Bosnia and Herzegovina,3.871,38.064,0.8,0.7741999999999999,9833.204,27.9,-0.9,564.0034214197326,44.906
21,Botswana,Botswana,Sub-Saharan Africa,30.0,2.0,71.07,1.3,70.0,0.0,63.0,-1.0,79.1,-0.4,68.4,6.5,66.4,-0.4,68.5,-1.5,76.3,2.4,84.0,11.8,65.0,-5.0,70.0,0.0,0.5,25.0,22.0,31.3,32.448,Botswana,2.104,33.736,4.942,5.9722,16035.655,18.2,3.926,393.1801254422866,14.45
22,Brazil,Brazil,South and Central America / Caribbean,122.0,21.0,56.54,-0.1,45.0,-5.0,43.0,1.0,69.7,1.3,55.2,4.3,61.4,7.8,52.5,0.4,64.2,-5.2,69.4,-0.2,55.0,5.0,50.0,-10.0,7.8,27.5,34.0,33.4,38.64,Brazil,202.769,3263.832,0.145,3.2278,16096.321,6.8,6.329,62494.754,65.218
23,Bulgaria,Bulgaria,Europe,60.0,28.0,65.86,-0.9,30.0,0.0,43.0,2.0,91.1,0.1,60.4,-4.1,66.9,-1.6,71.6,-5.0,82.6,-0.6,88.0,0,65.0,0.0,60.0,0.0,1.0,10.0,10.0,26.3,36.341,Bulgaria,7.202,128.633,1.705,1.1800000000000002,17860.307,11.6,-1.6,1710.3064621197748,26.9
24,Burkina Faso,BurkinaFaso,Sub-Saharan Africa,104.0,14.0,59.09,0.5,30.0,5.0,38.0,0.0,82.7725,0.4,76.8,-3.0,46.3,-3.3,58.9,1.1,84.9,4.9,68.2,0,65.0,0.0,40.0,0.0,8.4,27.5,27.5,14.5,27.834,Burkina Faso,17.429,29.309,4.024,6.433199999999999,1681.667,3.1,-0.258,341.8982029266911,28.321
25,Burma,Burma,Asia-Pacific,158.0,36.0,48.65,1.8,10.0,0.0,21.0,0.0,86.6,-0.3,75.3,-2.6,32.6,3.9,76.8,-2.5,70.0,3.9,74.2,0,20.0,5.0,20.0,10.0,2.9,20.0,30.0,6.1,28.7,Burma,51.419,241.98,7.686,6.897999999999999,4706.001,3.3,5.943,946.223,16.8
26,Burundi,Burundi,Sub-Saharan Africa,133.0,28.0,53.91,0.2,20.0,0.0,20.0,-1.0,73.8,0.3,70.5,9.2,54.2,-7.2,67.6,-0.5,73.8,4.0,74.2,2,55.0,-5.0,30.0,0.0,5.4,35.0,35.0,13.1,31.364,Burundi,9.201,8.378,4.737,4.494,910.544,6.9,4.421,32.035378776613285,30.541
27,Cambodia,Cambodia,Asia-Pacific,112.0,24.0,57.9,0.4,25.0,0.0,21.0,1.0,90.5,0.0,87.4,-0.1,32.3,3.1,62.5,0.3,78.1,-0.6,72.2,0,60.0,0.0,50.0,0.0,8.9,20.0,20.0,12.36803,20.504,Cambodia,15.313,49.96,6.966,6.948,3262.555,0.4,3.852,1730.3559300658721,29.543
28,Cameroon,Cameroon,Sub-Saharan Africa,130.0,27.0,54.18,2.3,25.0,0.0,27.0,2.0,75.6,3.9,85.6,-2.2,46.9,5.3,48.9,1.1,81.2,5.6,61.6,2,40.0,5.0,50.0,0.0,11.7,35.0,33.0,11.3,21.906,Cameroon,22.544,67.2,5.136,4.545,2980.846,4.3,1.853,501.2,23.932
29,Canada,Canada,North America,6.0,1.0,77.97,-1.1,90.0,0.0,81.0,0.0,80.0,0.1,50.4,2.1,81.8,-7.2,72.6,-3.5,76.9,-1.0,87.0,-1.4,80.0,0.0,80.0,0.0,1.5,29.0,15.0,30.558,40.668110356175205,Canada,35.492,1591.58,2.532,2.5585999999999998,44843.442,6.9,1.9,53864.026760690715,86.515
30,Cabo Verde,CaboVerde,Sub-Saharan Africa,57.0,3.0,66.46,0.1,75.0,0.0,57.0,-1.0,78.0775,-0.2,66.9,-1.0,61.3,-0.5,43.6,1.5,84.5,3.5,68.2,-1.4,70.0,0.0,60.0,0.0,10.9,35.0,25.0,18.5,33.234,Cape Verde,0.518,3.279,1.002,1.6318000000000001,6324.063,9.2,-0.244,78.05883251778583,112.199
31,Central African Republic,CentralAfricanRepublic,Sub-Saharan Africa,168.0,42.0,45.23,-0.7,10.0,-5.0,24.0,-1.0,65.7,0.7,93.6,1.6,28.0,0.8,40.9,3.4,62.9,-6.7,52.2,-0.2,45.0,0.0,30.0,0.0,16.4,50.0,30.0,5.2,14.662,Central African Republic,4.701,2.855,1.01,-4.915199999999999,607.17,7.4,14.958,3.4750079909534666,41.83
32,Chad,Chad,Sub-Saharan Africa,164.0,41.0,46.33,0.4,20.0,0.0,22.0,3.0,46.0,-0.2,84.3,0.7,30.9,3.8,48.9,1.2,71.4,-4.2,49.8,-5.4,50.0,5.0,40.0,0.0,15.1,60.0,45.0,6.6,22.88,Chad,11.284,29.533,6.893,7.019999999999999,2617.262,7.0,1.681,760.5,24.983
33,Chile,Chile,South and Central America / Caribbean,7.0,1.0,77.66,-0.8,85.0,-5.0,73.0,2.0,74.8,-1.7,83.1,-0.2,72.1,2.8,64.3,-2.7,82.9,-2.7,86.4,4.4,85.0,-5.0,70.0,0.0,1.8,40.0,22.5,20.228,23.722,Chile,17.819,409.329,1.836,4.634399999999999,22971.444,6.4,4.395,22949.206470654568,13.891
34,China,China,Asia-Pacific,144.0,31.0,51.96,-0.7,20.0,0.0,36.0,-4.0,69.7,0.0,74.3,-7.2,54.2,2.1,62.0,-1.0,70.6,-3.6,72.8,1,30.0,5.0,30.0,0.0,3.6,45.0,25.0,19.4,29.29,China,1367.82,17617.321,7.364,8.517599999999998,12879.853,4.7,1.988,128500.0,41.061
35,Colombia,Colombia,South and Central America / Caribbean,33.0,3.0,70.79,-0.9,50.0,0.0,37.0,1.0,80.1,-0.2,74.4,-1.6,78.2,-3.3,77.6,-4.1,79.6,-0.5,81.0,-0.2,80.0,0.0,70.0,0.0,4.5,33.0,25.0,16.5,29.208,Colombia,47.662,640.122,4.553,4.819,13430.454,10.1,2.899,16053.84509,38.015
36,Comoros,Comoros,Sub-Saharan Africa,141.0,32.0,52.35,0.3,30.0,0.0,26.0,-2.0,64.5,0.0,81.0,2.2,49.6,2.3,51.0,-1.0,79.4,1.5,72.0,-1,40.0,0.0,30.0,0.0,6.5,30.0,50.0,12.1,25.165,Comoros,0.776,1.202,3.349,2.8212,1548.198,6.5,2.85,14.028710043661057,19.953
37,"Congo, Democratic Republic of the Congo",DemcoraticRepublicCongo,Sub-Saharan Africa,163.0,40.0,46.38,1.4,10.0,0.0,22.0,0.0,73.31,0.4,95.2,9.5,42.8,0.0,41.0,2.6,78.5,3.4,61.0,-2,20.0,0.0,20.0,0.0,12.0,30.0,40.0,13.0,12.66,Democratic Republic of Congo,79.301,55.807,9.093,7.731999999999999,703.734,8.0,1.0,2063.1732359173193,19.691
38,"Congo, Republic of",RepublicCongo,Sub-Saharan Africa,172.0,44.0,42.8,0.1,10.0,0.0,23.0,1.0,66.9,-0.5,55.8,-4.9,35.9,-0.9,38.8,2.8,75.6,4.0,52.0,-10.4,40.0,10.0,30.0,0.0,16.5,45.0,34.0,11.2,38.384,Republic of Congo,4.274,28.036,6.021,5.0618,6559.284,6.5,0.912,5502.260246958526,42.295
39,Costa Rica,CostaRica,South and Central America / Caribbean,50.0,10.0,67.37,0.2,50.0,0.0,54.0,1.0,79.4,-0.6,88.7,-1.2,68.6,4.1,53.8,-0.8,77.6,1.8,81.6,-2.2,70.0,0.0,50.0,0.0,4.2,25.0,30.0,23.2,19.366,Costa Rica,4.775,70.972,3.5,4.3154,14864.269,8.3,3.193,2105.92,39.758
40,Côte d'Ivoire,CoeDivoire,Sub-Saharan Africa,92.0,10.0,60.01,1.5,30.0,-5.0,32.0,5.0,78.3,0.6,85.4,3.0,62.2,-3.2,46.9,0.9,73.5,-1.5,71.8,0.4,70.0,15.0,50.0,0.0,6.6,36.0,25.0,15.7,22.062,Côte d'Ivoire,22.717,71.122,7.479,4.8968,3130.778,4.0,0.449,462.0384328298467,36.414
41,Croatia,Croatia,Europe,103.0,38.0,59.13,-2.4,35.0,-5.0,48.0,0.0,70.8,-4.1,33.7,-12.8,60.3,4.5,42.4,-0.4,78.7,-1.3,87.4,0.2,75.0,-5.0,60.0,0.0,1.3,40.0,20.0,30.4,46.996,Croatia,4.236,88.485,-0.4,-1.1018000000000001,20888.816,16.7,-0.208,3451.2409115718997,80.926
42,Cuba,Cuba,South and Central America / Caribbean,177.0,29.0,29.79,0.2,10.0,0.0,46.0,0.0,52.1,-9.7,0.0,0.0,20.0,0.0,20.0,0.0,65.2,0.4,64.6,0.8,10.0,10.0,10.0,0.0,7.7,50.0,30.0,37.3,64.6,Cuba,11.2,134.3,1.3,N/A ,11950.0,,5.3,,32.1
43,Cyprus,Cyprus,Europe,42.0,19.0,68.74,0.8,70.0,0.0,63.0,0.0,76.1,-3.4,47.3,10.6,74.5,-5.0,58.2,-1.4,85.3,2.6,88.0,0,75.0,5.0,50.0,0.0,1.0,35.0,12.5,31.8,41.9,Cyprus,0.891,27.415,-2.255,-1.6689999999999998,30769.086,15.6,-0.26,679.0043569920833,107.106
44,Czech Republic,CzechRepublic,Europe,21.0,11.0,73.22,0.7,75.0,0.0,51.0,3.0,82.5,1.0,47.3,6.7,66.6,-1.6,77.7,-5.2,84.1,2.9,88.0,0,80.0,0.0,80.0,0.0,1.0,15.0,19.0,34.097,41.9166083016792,Czech Republic,10.512,314.585,2.024,0.9546000000000001,29925.128,6.2,0.353,5908.50054197278,41.595
45,Denmark,Denmark,Europe,12.0,5.0,75.26,-1.0,95.0,0.0,92.0,1.0,39.5,-0.1,2.3,0.5,95.4,-2.0,86.0,-6.1,84.4,-3.2,88.0,0,90.0,0.0,80.0,0.0,1.0,56.0,23.5,48.575,57.077554889145574,Denmark,5.627,249.527,0.99,0.5254,44342.659,6.6,0.565,3651.868072346044,42.617
46,Djibouti,Djibouti,Sub-Saharan Africa,124.0,24.0,55.96,-1.5,25.0,0.0,34.0,-2.0,80.6,-0.6,57.4,0.3,50.8,-4.6,62.9,-3.7,74.3,-4.6,54.6,-0.2,70.0,0.0,50.0,0.0,17.7,30.0,25.0,20.3,37.665,Djibouti,0.939,2.865,6.0,4.7594,3050.607,60.0,2.936,152.99823881252075,44.564
47,Dominica,Dominica,South and Central America / Caribbean,53.0,11.0,67.02,0.9,60.0,0.0,58.0,0.0,74.0,0.4,68.5,7.0,73.3,1.7,68.7,0.0,90.1,0.6,72.6,-0.2,75.0,0.0,30.0,0.0,8.7,35.0,30.0,21.7,32.427,Dominica,0.071,0.764,1.102,-0.03400000000000003,10800.198,,0.692,41.09389481481481,76.562
48,Dominican Republic,DominicanRepublic,South and Central America / Caribbean,88.0,17.0,61.01,0.0,25.0,-5.0,32.0,3.0,84.5,0.4,90.2,3.1,56.6,3.1,56.5,-1.0,73.1,-2.9,77.2,-0.6,75.0,0.0,40.0,0.0,6.4,25.0,27.0,13.9,18.114,Dominican Republic,10.602,137.953,7.3,5.1662,13012.177,15.0,2.999,2208.2999999999997,35.142
49,Ecuador,Ecuador,South and Central America / Caribbean,159.0,25.0,48.56,-0.6,15.0,0.0,33.0,-2.0,79.2,0.1,41.8,-9.2,55.5,4.1,51.6,0.3,68.1,-0.1,71.4,0,30.0,0.0,40.0,0.0,4.3,35.0,22.0,19.3,44.042,Ecuador,16.027,180.216,3.644,4.9798,11244.203,4.6,3.587,773.881,29.789
50,Egypt,Egypt,Middle East / North Africa,125.0,12.0,55.96,0.8,20.0,0.0,37.0,5.0,85.6,-0.2,65.9,-2.1,68.3,2.9,51.4,-2.2,65.8,-1.6,70.6,0.6,55.0,5.0,40.0,0.0,9.7,25.0,25.0,13.9,33.7,Egypt,86.7,943.052,2.163,2.6804,10877.186,13.2,10.099,4783.2,90.473
51,El Salvador,ElSalvador,South and Central America / Caribbean,63.0,12.0,65.12,-0.6,35.0,0.0,39.0,1.0,79.1,-0.3,85.3,-0.2,56.0,2.7,52.6,-0.7,83.4,0.9,85.8,0.6,75.0,0.0,60.0,-10.0,2.1,30.0,30.0,17.1,22.119,El Salvador,6.352,50.944,2.0,1.8277999999999999,8020.624,6.2,1.141,275.0,56.464
52,Equatorial Guinea,EquatorialGuinea,Sub-Saharan Africa,170.0,43.0,43.67,3.3,10.0,0.0,19.0,0.0,75.4,0.0,45.6,14.2,45.6,8.1,38.4,4.9,78.9,0.6,53.8,0,40.0,5.0,30.0,0.0,15.6,35.0,35.0,2.3,42.572,Equatorial Guinea,0.778,25.105,-3.107,-0.2071999999999999,32266.345,7.9,3.0,1933.0,7.564
53,Eritrea,Eritrea,Sub-Saharan Africa,173.0,45.0,42.7,3.8,10.0,0.0,18.0,-2.0,80.9,23.9,73.4,1.6,32.1,13.9,65.6,0.1,57.8,0.0,69.2,0,0.0,0.0,20.0,0.0,5.4,30.0,30.0,10.7,29.76,Eritrea,6.537,7.814,1.701,4.1848,1195.345,7.2,12.256,46.51078584,125.328
54,Estonia,Estonia,Europe,9.0,3.0,77.22,0.4,90.0,0.0,69.0,1.0,81.9,1.3,54.9,1.7,79.0,-2.5,57.2,-1.5,82.2,4.6,88.0,0,90.0,0.0,80.0,0.0,1.0,20.0,20.0,31.837,38.76342135035328,Estonia,1.319,35.621,2.083,3.8230000000000004,26998.783,7.7,0.5,982.9195906762492,9.666
55,Ethiopia,Ethiopia,Sub-Saharan Africa,148.0,37.0,51.52,0.0,30.0,0.0,33.0,0.0,77.2,-0.2,90.5,-0.9,55.8,-0.1,57.7,1.3,66.0,-0.1,65.0,0.6,20.0,0.0,20.0,0.0,10.0,35.0,30.0,12.4,17.802,Ethiopia,90.982,144.57,10.347,10.1642,1588.992,5.2,7.377,1200.0,21.862
56,Fiji,Fiji,Asia-Pacific,107.0,23.0,58.78,-0.2,30.0,5.0,22.3,0.0,81.2,-0.1,75.3,0.7,62.0,-1.2,70.6,-4.6,77.6,-0.7,68.8,-1.4,50.0,0.0,50.0,0.0,10.6,29.0,20.0,25.3,28.694,Fiji,0.885,7.293,4.083,3.2434,8235.985,7.9,0.528,278.90958221845443,49.525
57,Finland,Finland,Europe,24.0,13.0,72.56,-0.8,90.0,0.0,89.0,0.0,66.5,0.1,0.8,-2.8,90.7,-1.9,53.7,-1.1,81.9,2.0,88.0,0,85.0,-5.0,80.0,0.0,1.0,31.8,20.0,43.999,57.5,Finland,5.478,221.038,-0.114,0.5402000000000001,40346.972,8.6,1.209,18624.68174985505,59.627
58,France,France,Europe,75.0,32.0,62.32,-0.2,80.0,0.0,69.0,-2.0,47.7,0.2,2.5,0.0,78.4,-1.8,43.5,0.0,79.1,1.6,83.0,0,70.0,0.0,70.0,0.0,1.0,45.0,34.3,45.038,56.99546256243355,France,63.92,2580.75,0.361,1.005,40374.529,9.9,0.621,15191.11902568986,95.14
59,Gabon,Gabon,Sub-Saharan Africa,105.0,15.0,58.96,0.7,40.0,0.0,37.0,3.0,77.6,0.1,74.5,-0.1,58.4,0.5,61.9,-2.4,78.4,0.0,61.8,0.8,60.0,5.0,40.0,0.0,14.1,35.0,30.0,10.6,29.156,Gabon,1.586,36.349,5.085,5.8776,22924.152,19.7,4.512,972.8669235358959,27.785
60,Gambia,Gambia,Sub-Saharan Africa,119.0,21.0,57.14,-0.4,25.0,0.0,29.0,1.0,75.5,0.1,78.0,4.6,53.4,-2.3,65.8,-0.9,64.7,-6.1,65.0,0,65.0,0.0,50.0,0.0,12.5,35.0,32.0,14.3,27.081,The Gambia,1.927,3.082,-0.219,2.4802,1599.018,7.0,6.27,28.404020798888165,100.196
61,Georgia,Georgia,Europe,23.0,12.0,72.62,-0.4,40.0,0.0,52.0,3.0,87.6,0.4,75.3,1.5,86.5,-2.1,75.7,-4.2,80.5,-2.2,88.6,0,80.0,0.0,60.0,0.0,0.7,20.0,15.0,24.82503,28.698,Georgia,4.47,34.209,4.734,5.5682,7653.026,13.4,3.069,1279.146,35.088
62,Germany,Germany,Europe,17.0,8.0,74.37,0.6,90.0,0.0,79.0,1.0,61.5,0.7,41.3,1.2,90.0,1.8,50.6,-0.6,83.3,1.8,88.0,0,90.0,0.0,70.0,0.0,1.0,47.5,15.8,36.677,44.25022662365052,Germany,81.1,3721.551,1.607,2.0004,45888.423,5.0,0.788,1830.8919229804796,73.112
63,Ghana,Ghana,Sub-Saharan Africa,72.0,5.0,63.0,0.0,50.0,0.0,48.0,2.0,84.9,0.3,77.6,6.8,61.5,-1.0,56.5,-0.4,66.5,-2.7,65.0,0.2,60.0,-5.0,60.0,0.0,10.0,25.0,25.0,16.1,27.338,Ghana,26.216,108.259,4.16,8.286600000000002,4129.481,2.4,15.486,3356.99,67.555
64,Greece,Greece,Europe,138.0,41.0,53.21,-0.8,40.0,0.0,43.0,3.0,64.4,0.2,0.0,0.0,73.8,0.5,50.2,-1.4,77.7,-0.1,83.0,0,60.0,0.0,40.0,-10.0,1.0,42.0,26.0,33.512,60.14709630684918,Greece,10.993,284.255,0.774,-4.8012,25858.773,26.3,-1.425,2171.5970286481515,177.188
65,Guatemala,Guatemala,South and Central America / Caribbean,82.0,15.0,61.81,1.4,20.0,0.0,32.0,3.0,79.09,-0.5,94.3,0.2,62.5,7.8,50.9,0.3,77.9,1.1,86.4,1.8,65.0,0.0,50.0,0.0,1.8,31.0,31.0,13.0,13.772,Guatemala,15.87,119.077,4.0,3.5362,7503.474,2.9,3.419,1395.8,23.74
66,Guinea,Guinea,Sub-Saharan Africa,136.0,30.0,53.33,1.2,20.0,5.0,25.0,1.0,68.5,0.4,81.2,1.7,51.4,-0.2,71.8,-2.6,69.2,2.5,61.2,0,45.0,5.0,40.0,0.0,11.9,40.0,35.0,17.9,25.054,Guinea,11.403,14.974,0.398,2.4723999999999995,1313.097,1.8,9.721,566.0,37.444
67,Guinea-Bissau,GuineaBissau,Sub-Saharan Africa,145.0,35.0,51.81,-0.2,20.0,0.0,19.0,0.0,89.3275,0.2,94.1,6.1,36.7,-2.9,61.1,-0.6,78.5,1.0,59.4,-6,30.0,0.0,30.0,0.0,12.8,20.0,25.0,6.5,13.998,Guinea-Bissau,1.738,2.495,2.54,2.8194000000000004,1435.581,6.9,-1.032,21.459644226004468,61.007
68,Guyana,Guyana,South and Central America / Caribbean,127.0,22.0,55.37,-0.1,30.0,5.0,30.0,3.0,68.6675,0.0,73.1,2.3,63.0,-0.8,70.7,-3.8,77.4,-1.0,70.8,-1.2,40.0,-5.0,30.0,0.0,7.1,33.3,40.0,20.6,29.92,Guyana,0.8,5.514,3.828,4.7348,6895.476,11.1,1.021,255.23000000000002,65.806
69,Haiti,Haiti,South and Central America / Caribbean,150.0,24.0,51.3,0.0,10.0,0.0,19.0,0.0,80.5,0.2,76.4,0.2,47.1,4.0,62.0,-1.7,76.0,2.5,72.0,-5.6,40.0,0.0,30.0,0.0,6.5,30.0,30.0,12.2,28.018,Haiti,10.461,18.308,2.75,1.9817999999999998,1750.092,6.8,3.944,99.0,25.97
70,Honduras,Honduras,South and Central America / Caribbean,113.0,19.0,57.74,0.3,30.0,0.0,29.0,3.0,84.2,-0.7,72.0,-6.7,58.0,4.8,31.0,3.0,74.8,-0.6,78.4,0.8,60.0,0.0,60.0,0.0,5.8,25.0,25.0,18.1,30.55,Honduras,8.264,39.081,3.085,3.5146,4729.038,3.9,6.082,1144.1,46.145
