CountryID,Country_Name,WEBNAME,Region,World_Rank,Region_Rank,2018_Score,Property_Rights,Judical_Effectiveness,Government_Integrity,Tax_Burden,Gov't_Spending,Fiscal_Health,Business_Freedom,Labor_Freedom,Monetary_Freedom,Trade_Freedom,Investment_Freedom_,Financial_Freedom,Tariff_Rate_(%),Income_Tax_Rate_(%),Corporate_Tax_Rate_(%),Tax_Burden_%_of_GDP,Gov't_Expenditure_%_of_GDP_,Country,Population_(Millions),"GDP_(Billions,_PPP)",GDP_Growth_Rate_(%),5_Year_GDP_Growth_Rate_(%),GDP_per_Capita_(PPP),Unemployment_(%),Inflation_(%),FDI_Inflow_(Millions),Public_Debt_(%_of_GDP)
25,Burma,Burma,Asia-Pacific,135.0,33.0,53.9,32.5,17.6,28.2,86.3,84.7,89.2,54.2,65.9,67.6,70.9,30.0,20.0,4.56,20.0,30.0,8.2,22.579666666666668,Burma,52.254,304.734,7,7.469200000000001,5831.819,0.806,7.0,2190,35.792
26,Burundi,Burundi,Sub-Saharan Africa,157.0,34.0,50.9,17.6,21.7,26.2,71.0,78.6,54.8,53.0,63.2,70.2,69.2,55.0,30.0,5.39,35.0,35.0,21.2,26.706333333333333,Burundi,9.648,7.851,-4.1,1.9774,813.713,1.599,5.527,0.055454995890311505,47.159
27,Cambodia,Cambodia,Asia-Pacific,101.0,22.0,58.7,36.0,24.5,17.7,89.8,86.5,92.1,30.6,57.7,79.7,80.3,60.0,50.0,4.85,20.0,20.0,15.0,21.184,Cambodia,15.776,58.953,6.9,7.172999999999999,3736.876,0.265,2.995,1916.069342100401,32.962
28,Cameroon,Cameroon,Sub-Saharan Africa,149.0,32.0,51.9,40.6,29.4,23.4,73.7,86.1,72.0,44.0,42.9,82.5,53.4,25.0,50.0,15.78,35.0,33.0,17.8,21.563666666666666,Cameroon,23.685,76.948,5.9,5.257,3248.783,4.507,0.872,128.2023464,32.823
29,Canada,Canada,Americas,9.0,1.0,77.7,87.5,77.1,78.3,76.7,52.3,81.2,81.8,71.3,77.5,88.1,80.0,80.0,0.96,33.0,15.0,31.941,39.86980807493333,Canada,36.229,1682.364,1.2,1.8321999999999998,46437.158,7.073,1.409,33721.14078768674,92.327
30,Cabo Verde,CaboVerde,Sub-Saharan Africa,96.0,9.0,60.0,42.1,52.0,42.8,74.0,71.5,40.2,64.6,40.5,83.5,68.2,80.0,60.0,10.89,35.0,24.0,27.4,30.801,Cabo Verde,0.531,3.54,1.8,1.5186,6662.02,10.52,-1.488,119.44189582344391,133.823
31,Central African Republic,CentralAfricanRepublic,Sub-Saharan Africa,163.0,39.0,49.2,17.9,28.2,24.6,64.6,94.6,96.4,27.2,34.5,70.5,57.2,45.0,30.0,13.88,50.0,30.0,11.8,13.357,Central African Republic,4.888,3.186,4.3,-4.443200000000001,651.921,6.867,4.617,31.19688098642851,42.518
32,Chad,Chad,Sub-Saharan Africa,162.0,38.0,49.3,25.1,24.1,23.1,44.8,90.5,81.9,29.4,40.3,79.9,52.2,60.0,40.0,13.92,60.0,45.0,12.7,17.749333333333333,Chad,11.855,28.988,1.8,3.3699999999999997,2445.184,5.785,-1.122,559.857539864555,51.155
33,Chile,Chile,Americas,20.0,3.0,75.2,67.9,63.4,61.2,78.0,81.3,91.7,72.4,60.4,82.4,88.7,85.0,70.0,0.64,35.0,25.0,18.8,24.986666666666668,Chile,18.196,438.752,2.1,3.0401999999999996,24112.937,6.566,3.79,11265.71210714977,21.177
34,China,China,Asia-Pacific,110.0,24.0,57.8,46.7,65.4,47.3,70.4,71.6,85.9,54.9,61.4,71.4,73.2,25.0,20.0,3.41,45.0,25.0,17.5,30.74666666666667,China,1382.71,21291.766,6.9,7.32,15398.576,4.605,2.003,133700,46.231
35,Colombia,Colombia,Americas,42.0,6.0,68.9,60.7,36.4,33.4,80.3,74.4,82.2,78.6,75.2,73.9,81.6,80.0,70.0,4.21,33.0,25.0,16.1,29.204666666666668,Colombia,48.748,688.818,3.1,3.6648000000000005,14130.176,9.872,7.513,13592.646938935815,47.589
36,Comoros,Comoros,Sub-Saharan Africa,121.0,18.0,56.2,36.7,28.2,27.5,59.7,77.8,96.6,57.5,58.7,81.2,74.9,45.0,30.0,5.04,30.0,50.0,25.1,27.192666666666668,Comoros,0.823,1.259,1,2.324,1529.156,19.957,2.0,8.01563104263911,26.273
37,"Congo, Democratic Republic of the Congo",DemcoraticRepublicCongo,Sub-Saharan Africa,147.0,30.0,52.1,24.1,23.9,27.3,73.2,94.8,99.1,60.2,47.8,60.3,64.6,30.0,20.0,10.19,30.0,40.0,13.6,13.191666666666668,"Congo, Democratic Republic of the Congo",84.13,65.037,7.7,6.8712,773.055,3.636,22.43,1204.7086171692986,21.506
38,"Congo, Republic of",RepublicCongo,Sub-Saharan Africa,177.0,47.0,38.9,32.4,28.2,24.6,60.8,33.4,6.2,31.3,34.1,73.8,61.9,50.0,30.0,11.55,45.0,34.0,27.2,47.105333333333334,"Congo, Republic of",4.46,29.777,2.5,2.7691999999999997,6676.102,11.187,3.582,2006,82.961
39,Costa Rica,CostaRica,Americas,57.0,11.0,65.6,54.8,57.8,51.8,79.3,88.9,46.8,68.3,50.3,85.0,84.7,70.0,50.0,2.66,25.0,30.0,23.4,19.259333333333334,Costa Rica,4.91,80.699,3.7,3.9549999999999996,16435.829,8.999,-0.017,2762.1355573540204,43.71
40,Côte d'Ivoire,CoeDivoire,Sub-Saharan Africa,85.0,6.0,62.0,39.4,44.2,36.6,76.4,84.6,80.8,62.1,47.6,73.6,73.7,75.0,50.0,8.16,36.0,25.0,20.9,22.64833333333333,Côte d'Ivoire,24.327,87.798,8.6,8.9314,3609.029,9.322,1.0,481.02774425656565,48.772
41,Croatia,Croatia,Europe,92.0,39.0,61.0,65.9,56.5,40.5,66.0,32.5,67.2,58.9,43.0,79.1,87.4,75.0,60.0,1.3,40.0,20.0,37.4,47.41766666666667,Croatia,4.17,95.063,1.6,0.1654,22795.312,13.476,-1.125,1744.6588462570583,84.379
42,Cuba,Cuba,Americas,178.0,31.0,31.9,29.7,10.0,38.1,49.0,0.0,64.4,20.0,20.0,66.4,64.7,10.0,10.0,7.66,50.0,30.0,41.2,62.411,Cuba,11.5,142,4.3,2.04,12390,2.915,4.5,,42.5
43,Cyprus,Cyprus,Europe,48.0,24.0,67.8,71.2,56.7,41.3,75.2,52.9,79.3,77.0,55.7,83.0,86.9,75.0,60.0,1.57,35.0,12.5,33.2,39.63166666666667,Cyprus,0.848,29.666,1.6,-1.2251999999999998,34970.299,11.728,-1.218,4137.758375383696,107.96
44,Czech Republic,CzechRepublic,Europe,24.0,13.0,74.2,73.0,57.9,51.1,82.9,48.6,96.2,72.5,76.8,85.2,86.9,80.0,80.0,1.57,15.0,19.0,33.47,41.40534579803333,Czech Republic,10.554,350.72,4.2,1.675,33231.522,4.045,0.692,6751.868870167226,37.67
45,Denmark,Denmark,Europe,12.0,6.0,76.6,84.8,83.6,84.1,41.4,10.6,96.7,92.5,82.8,86.4,86.9,90.0,80.0,1.57,56.0,23.5,46.622,54.591837908466665,Denmark,5.707,273.865,1.2,1.1162000000000003,47985.371,6.051,0.25,950.7228464642023,39.872
46,Djibouti,Djibouti,Sub-Saharan Africa,171.0,43.0,45.1,19.0,13.8,29.0,69.8,27.2,18.0,51.7,58.9,69.5,54.9,80.0,50.0,17.56,30.0,25.0,38.7,49.26333333333333,Djibouti,0.993,3.345,6.5,5.7686,3369.584,6.605,3.0,159.99887463425614,31.264
47,Dominica,Dominica,Americas,66.0,13.0,64.5,48.6,69.2,49.9,72.9,64.8,85.2,71.7,57.7,86.6,62.6,75.0,30.0,13.72,35.0,30.0,24.1,34.231,Dominica,0.071,0.805,-4.3,0.5404000000000001,11374.591,,0.026,31.36520740740741,80.967
48,Dominican Republic,DominicanRepublic,Americas,89.0,18.0,61.6,51.7,23.1,26.2,84.6,90.6,90.5,53.2,54.3,77.1,72.4,75.0,40.0,6.3,25.0,27.0,13.7,17.68766666666667,Dominican Republic,10.084,161.838,7,5.7506,16049.463,14.363,1.614,2406.7000000000003,34.437
49,Ecuador,Ecuador,Americas,165.0,28.0,48.5,36.7,23.3,30.2,79.4,52.5,47.0,55.6,43.7,70.1,68.8,35.0,40.0,5.6,35.0,22.0,18.8,39.800000000000004,Ecuador,16.529,183.61,0,2.5143999999999997,11108.56,5.361,1.724,744.041,29.244
50,Egypt,Egypt,Middle East / North Africa,139.0,11.0,53.4,32.7,52.5,32.2,84.2,65.1,1.2,71.5,51.5,69.6,70.9,60.0,50.0,7.04,25.0,25.0,18.2,34.099999999999994,Egypt,90.2,1132.366,4.2,3.4228,12553.941,12.014,10.199,8106.8,97.069
51,El Salvador,ElSalvador,Americas,75.0,16.0,63.2,37.3,35.4,25.2,78.9,86.3,78.5,58.2,52.9,79.8,86.4,80.0,60.0,1.79,30.0,30.0,17.5,21.34566666666667,El Salvador,6.149,54.787,2.4,2.0016,8909.426,6.287,0.604,373.4470775938243,59.891
52,Equatorial Guinea,EquatorialGuinea,Sub-Saharan Africa,175.0,45.0,42.0,29.8,17.6,26.2,69.6,61.0,19.1,45.6,29.8,81.7,53.8,40.0,30.0,15.6,35.0,35.0,24.3,36.05866666666666,Equatorial Guinea,0.821,31.72,-12.2,-2.7532,38639.066,7.334,1.4,53.96217251706553,21.655
53,Eritrea,Eritrea,Sub-Saharan Africa,176.0,46.0,41.7,35.5,13.8,23.4,79.9,75.6,0.0,56.7,65.7,60.9,69.2,0.0,20.0,5.4,30.0,30.0,14.4,28.516000000000002,Eritrea,6.502,9.169,4.8,4.7,1410.326,7.267,9.0,52.3053835349352,125.543
54,Estonia,Estonia,Europe,7.0,3.0,78.8,80.4,83.9,75.7,80.7,52.6,99.8,75.6,54.8,85.1,86.9,90.0,80.0,1.57,20.0,20.0,33.594,39.755344600566666,Estonia,1.312,38.451,1.1,2.3124000000000002,29312.897,6.911,0.8,870.4470103480508,9.487
55,Ethiopia,Ethiopia,Sub-Saharan Africa,142.0,27.0,52.8,31.1,37.6,37.7,76.5,90.6,85.5,40.2,51.3,67.1,60.7,35.0,20.0,12.14,35.0,30.0,15.1,17.730999999999998,Ethiopia,91.196,177.458,10.2,9.4612,1945.888,5.735,7.259,3196.3899999999994,54.862
56,Fiji,Fiji,Asia-Pacific,84.0,19.0,62.0,68.3,47.1,34.8,81.4,68.2,63.0,62.8,70.8,74.1,68.8,55.0,50.0,10.58,29.0,20.0,24.8,32.577333333333335,Fiji,0.895,8.298,4.3,3.4589999999999996,9268.064,7.935,3.865,269.50760109034513,49.602
57,Finland,Finland,Europe,26.0,15.0,74.1,89.0,82.7,89.8,66.5,2.3,81.1,89.9,50.5,86.0,86.9,85.0,80.0,1.57,31.8,20.0,43.988,57.05434590186667,Finland,5.487,231.37,0.4,-0.23220000000000002,42164.604,8.997,0.389,42.03377081639538,63.558
58,France,France,Europe,71.0,34.0,63.9,84.0,72.7,65.1,47.3,2.7,60.8,80.2,45.0,81.6,81.9,75.0,70.0,1.57,45.0,34.3,45.504,56.95250371133333,France,64.605,2733.678,1.1,0.7766,42313.992,9.965,0.308,28351.623522296406,96.648
59,Gabon,Gabon,Sub-Saharan Africa,109.0,13.0,58.0,29.9,27.8,33.4,74.3,84.6,92.3,49.3,61.7,81.4,60.9,60.0,40.0,14.54,35.0,30.0,21.2,22.622,Gabon,1.881,35.85,4,4.269,19056.493,18.505,2.086,703.1945606130103,61.966
60,Gambia,Gambia,Sub-Saharan Africa,145.0,28.0,52.3,34.4,38.8,36.8,71.9,74.0,0.0,54.2,64.0,63.2,64.7,75.0,50.0,12.66,35.0,32.0,23.7,29.414666666666665,Gambia,2.057,3.427,4.4,3.6102,1666.599,29.695,7.225,-1.83739168738804,116.114
61,Georgia,Georgia,Europe,16.0,9.0,76.2,62.8,64.2,61.8,87.0,73.3,91.8,86.9,77.3,79.6,89.4,80.0,60.0,0.3,20.0,15.0,25.9,29.837,Georgia,3.701,37.174,2.8,3.9925999999999995,10043.768,11.577,2.133,1661.4219673,44.894
62,Germany,Germany,Europe,25.0,14.0,74.2,81.0,78.0,75.3,61.3,41.3,90.8,86.1,53.3,86.2,86.9,80.0,70.0,1.57,47.5,15.8,36.937,44.23553453256667,Germany,82.732,3980.282,1.5,1.2262,48110.846,4.311,0.375,9528.281537772325,67.648
63,Ghana,Ghana,Sub-Saharan Africa,122.0,19.0,56.0,48.9,43.7,32.9,83.5,79.0,9.5,59.5,56.2,63.7,65.1,70.0,60.0,9.96,25.0,25.0,20.1,26.450333333333333,Ghana,27.573,121.652,3.5,5.7097999999999995,4411.933,5.766,17.455,3485.3,72.42
64,Greece,Greece,Europe,115.0,43.0,57.3,52.3,59.0,37.9,60.4,20.9,70.5,74.4,54.4,81.0,81.9,55.0,40.0,1.57,42.0,29.0,36.78,51.34990725096666,Greece,10.851,289.398,-0.2,-2.0791999999999997,26669.1,23.909,0.013,3126.251749102634,181.328
65,Guatemala,Guatemala,Americas,73.0,14.0,63.4,40.4,33.1,27.3,79.2,95.3,95.3,57.3,48.3,77.6,87.2,70.0,50.0,1.39,31.0,31.0,12.7,12.536,Guatemala,16.673,131.703,4,3.5982,7899.202,2.377,4.472,1180.8,25.294
66,Guinea,Guinea,Sub-Saharan Africa,146.0,29.0,52.2,32.4,28.2,26.9,65.9,80.6,61.0,54.1,54.0,71.8,61.2,50.0,40.0,11.91,40.0,35.0,24.1,25.427666666666667,Guinea,12.654,16.001,0.1,2.2152000000000003,1264.528,6.847,8.174,104.347,55.991
67,Guinea-Bissau,GuineaBissau,Sub-Saharan Africa,118.0,15.0,56.9,31.1,53.5,27.3,86.4,85.6,87.1,47.8,61.1,77.4,65.2,30.0,30.0,9.9,20.0,25.0,18.4,21.91133333333333,Guinea-Bissau,1.664,2.878,4.8,2.564,1729.897,6.529,1.498,19.58221127262168,46.314
68,Guyana,Guyana,Americas,102.0,21.0,58.7,42.1,42.5,34.8,68.4,70.8,73.8,60.3,70.5,79.3,71.5,60.0,30.0,6.73,33.3,40.0,21.3,31.21933333333334,Guyana,0.768,6.046,3,4.0634,7872.869,11.435,0.827,58,48.306
69,Haiti,Haiti,Americas,124.0,25.0,55.8,25.1,42.5,24.6,80.1,85.6,83.6,48.3,64.1,68.9,71.9,45.0,30.0,6.55,30.0,30.0,13.7,21.89566666666667,Haiti,10.848,19.354,1,2.5159999999999996,1784.074,13.185,13.378,104.373,33.546
70,Honduras,Honduras,Americas,94.0,19.0,60.6,44.3,34.5,28.2,82.8,76.6,87.4,58.5,31.9,73.8,84.4,65.0,60.0,2.79,25.0,25.0,21.6,27.924333333333333,Honduras,8.19,43.174,3.6,3.444,5271.468,6.284,2.725,1002.1,45.396
71,Hong Kong,HongKong,Asia-Pacific,1.0,1.0,90.2,92.5,84.3,82.8,93.1,90.2,100.0,96.3,89.4,84.3,90.0,90.0,90.0,0.0,15.0,16.5,13.9,18.049,Hong Kong SAR,7.367,429.652,2.4,2.3762,58321.647,3.422,2.591,108125.99439595478,0.06
72,Hungary,Hungary,Europe,55.0,26.0,66.7,57.6,57.1,36.4,78.6,29.4,82.4,61.8,68.7,91.6,86.9,80.0,70.0,1.57,15.0,19.0,39.395,48.515507323,Hungary,9.835,270.285,2.9,1.9418,27481.793,5.168,0.384,-5313.587685553222,74.197
73,Iceland,Iceland,Europe,11.0,5.0,77.0,86.7,72.6,77.3,72.1,44.2,94.3,89.5,61.8,81.7,88.5,85.0,70.0,0.77,31.8,20.0,37.116,43.12748258676666,Iceland,0.336,16.519,4,3.7702,49135.582,3.76,1.697,-484.413799953647,53.23
74,India,India,Asia-Pacific,130.0,30.0,54.5,55.4,54.3,47.2,79.4,77.7,13.2,56.4,41.8,75.9,72.4,40.0,40.0,6.3,30.9,32.44,7.2,27.25,India,1309.346,8662.35,7.3,6.793000000000001,6615.782,3.458,4.872,44485.62463446104,69.537
75,Indonesia,Indonesia,Asia-Pacific,69.0,15.0,64.2,49.3,45.2,42.8,83.7,90.7,89.4,57.3,50.3,81.6,80.5,40.0,60.0,2.27,30.0,25.0,10.4,17.582666666666668,Indonesia,258.705,3032.092,4.8,5.297200000000001,11720.269,5.6,3.526,2658.09,27.851
76,Iran,Iran,Middle East / North Africa,156.0,13.0,50.9,32.5,35.3,32.6,81.0,91.1,91.7,64.3,58.2,59.8,54.5,0.0,10.0,15.23,35.0,25.0,7.1,17.186333333333334,Iran,80.46,1454.517,0,0.09179999999999974,18077.472,11.269,8.866,3372,35.001
77,Iraq,Iraq,Middle East / North Africa,,,,36.7,11.4,23.4,,45.40629157000001,11.888186808,59.1,69.76765865374425,79.2114179018916,,,,,15.0,15.0,,42.659,Iraq,36.067,647.18,2.4,7.447799999999999,17943.714,16.045,0.442,-5911.2,63.686
78,Ireland,Ireland,Europe,6.0,2.0,80.4,87.7,79.0,79.0,76.1,69.6,80.8,81.8,76.4,87.4,86.9,90.0,70.0,1.57,41.0,12.5,23.594,31.855932851100004,Ireland,4.693,324.9,7.8,7.981400000000001,69230.815,8.089,-0.208,22304.446177415695,76.416
79,Israel,Israel,Middle East / North Africa,31.0,3.0,72.2,78.2,83.1,61.2,60.9,51.8,79.0,71.8,65.1,85.3,85.5,75.0,70.0,2.23,48.0,25.0,31.374,40.06748333393333,Israel,8.544,300.582,2.6,3.2864000000000004,35178.672,5.606,-0.545,12323.7,62.207
80,Italy,Italy,Europe,79.0,36.0,62.5,71.2,60.9,40.1,55.2,24.1,68.2,70.3,50.3,88.2,86.9,85.0,50.0,1.57,43.0,27.5,43.335,50.30415750379999,Italy,60.666,2234.5,0.8,-0.554,36833.094,11.541,-0.05,28954.81660665793,132.602
81,Jamaica,Jamaica,Americas,40.0,5.0,69.1,60.9,56.6,39.4,80.0,77.2,79.5,78.7,74.5,82.0,70.8,80.0,50.0,9.59,25.0,25.0,27.3,27.593666666666667,Jamaica,2.829,25.394,1.1,0.5406000000000001,8975.73,13.258,3.831,855.865,115.161
82,Japan,Japan,Asia-Pacific,30.0,8.0,72.3,86.0,73.2,79.2,67.4,54.1,49.3,81.7,79.2,85.4,82.3,70.0,60.0,1.36,40.8,23.9,32.0,39.127168645333334,Japan,126.901,5237.79,0.5,1.2067999999999999,41274.605,3.136,-0.113,11388.407710054875,239.184
83,Jordan,Jordan,Middle East / North Africa,62.0,5.0,64.9,57.6,57.3,51.9,92.4,69.4,27.7,63.0,58.9,88.7,82.0,70.0,60.0,3.98,14.0,20.0,13.0,31.956999999999997,Jordan,6.976,85.649,2.5,2.6117999999999997,12278.21,13.241,-0.778,1538.8732394366198,94.991
84,Kazakhstan,Kazakhstan,Asia-Pacific,41.0,11.0,69.1,56.0,58.1,44.6,92.6,85.3,87.3,74.3,86.8,68.2,75.6,50.0,50.0,4.72,10.0,20.0,15.6,22.168000000000003,Kazakhstan,17.947,451.282,1.2,3.5165999999999995,25144.878,5.228,14.552,9069.30715687947,21.08
85,Kenya,Kenya,Sub-Saharan Africa,129.0,22.0,54.7,47.9,44.0,27.5,78.5,77.5,14.1,55.5,62.9,74.0,69.8,55.0,50.0,7.6,30.0,30.0,18.7,27.390666666666664,Kenya,45.451,152.763,5.6,5.4468000000000005,3361.023,10.998,6.297,394.00649515686445,54.396
86,Kiribati,Kiribati,Asia-Pacific,159.0,40.0,50.8,45.0,35.3,37.9,72.4,0.0,98.5,53.1,71.6,82.0,58.2,25.0,30.0,15.9,35.0,35.0,17.5,117.63866666666667,Kiribati,0.116,0.212,4.2,4.0188,1823.321,,1.917,3.0590019402175126,26.841
87,"Korea, North ",NorthKorea,Asia-Pacific,180.0,43.0,5.8,29.8,5.0,25.2,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,,,,"Korea, North ",25.3,$15.1 (2015 nominal),1.0 (2014),,,4.276,,93.023,
