CountryID,Country_Name,WEBNAME,Region,World_Rank,Region_Rank,2018_Score,Property_Rights,Judical_Effectiveness,Government_Integrity,Tax_Burden,Gov't_Spending,Fiscal_Health,Business_Freedom,Labor_Freedom,Monetary_Freedom,Trade_Freedom,Investment_Freedom_,Financial_Freedom,Tariff_Rate_(%),Income_Tax_Rate_(%),Corporate_Tax_Rate_(%),Tax_Burden_%_of_GDP,Gov't_Expenditure_%_of_GDP_,Country,Population_(Millions),"GDP_(Billions,_PPP)",GDP_Growth_Rate_(%),5_Year_GDP_Growth_Rate_(%),GDP_per_Capita_(PPP),Unemployment_(%),Inflation_(%),FDI_Inflow_(Millions),Public_Debt_(%_of_GDP)
88,"Korea, South",SouthKorea,Asia-Pacific,27.0,7.0,73.8,79.4,63.7,49.9,73.3,68.8,97.0,90.7,58.7,83.9,80.4,70.0,70.0,4.78,38.0,24.2,25.251,32.2679303636,"Korea, South",51.246,1934.033,2.6,2.8293999999999997,37740.396,3.652,0.972,10826.6,38.55
89,Kuwait,Kuwait,Middle East / North Africa,81.0,6.0,62.2,52.0,53.5,36.6,97.7,20.5,99.3,57.2,61.5,73.7,79.1,55.0,60.0,2.96,0.0,15.0,1.4,51.482,Kuwait,4.225,303.693,0.9,2.6718,71887.329,2.439,3.205,274.73558592845154,18.585
90,Kyrgyz Republic,KyrgyzRepublic,Asia-Pacific,78.0,18.0,62.8,50.2,22.1,29.4,93.8,58.2,89.2,73.3,77.9,74.9,74.5,60.0,50.0,2.74,10.0,10.0,20.5,37.336666666666666,Kyrgyz Republic,6.107,21.504,3.5,4.4174,3521.162,7.686,0.39,466.78049999999996,58.494
91,Laos,Laos,Asia-Pacific,138.0,34.0,53.6,34.1,41.4,33.1,86.7,79.3,60.2,65.4,55.0,76.0,56.6,35.0,20.0,14.19,24.0,24.0,13.4,26.269666666666666,Lao P.D.R.,7.163,40.898,7,7.6472,5709.6,1.484,2.001,889.867,67.323
92,Latvia,Latvia,Europe,28.0,16.0,73.6,68.3,58.9,45.4,84.0,59.0,95.3,80.1,72.5,87.3,86.9,85.0,60.0,1.57,23.0,15.0,29.001,36.9554273146,Latvia,1.969,50.622,2.7,2.6835999999999998,25709.805,9.883,0.099,126.10131244918614,34.339
93,Lebanon,Lebanon,Middle East / North Africa,140.0,12.0,53.2,39.7,33.6,20.2,91.9,78.2,0.0,48.8,44.2,81.9,84.5,65.0,50.0,2.77,20.0,15.0,13.5,26.945666666666668,Lebanon,4.597,85.164,1,1.86,18524.557,6.784,-0.816,2563.924402,143.424
94,Lesotho,Lesotho,Sub-Saharan Africa,136.0,25.0,53.9,49.4,52.7,32.9,48.2,23.8,90.5,52.9,58.9,74.2,68.5,55.0,40.0,8.24,35.0,25.0,59.6,50.382,Lesotho,1.937,6.976,2.5,3.5400000000000005,3601.409,27.423,7.0,132.24,47.787
95,Liberia,Liberia,Sub-Saharan Africa,158.0,35.0,50.9,28.2,42.4,32.0,77.5,59.4,39.1,53.1,59.5,71.4,72.8,55.0,20.0,12.44,25.0,25.0,31.7,36.806666666666665,Liberia,4.399,3.762,0,3.289,855.118,4.002,8.844,453.18,44.799
96,Libya,Libya,Middle East / North Africa,,,,5.2,22.1,23.1,90.5,0.0,19.89048,63.5,45.94423317566952,56.22510448807431,80.0,5.0,,0.0,10.0,20.0,21.3,92.93366666666668,Libya,6.385,55.409,-6.4,3.256800000000001,8678.455,19.22,27.114,492.556,7.4
97,Liechtenstein,Liechtenstein,Europe,,,,,,,,,,,,,90.0,85.0,80.0,0.0,7.0,12.5,,,Liechtenstein,38000.0,$6.1 (2014 nominal),1.2 (2014),,160526,2.4 (2015),,,
98,Lithuania,Lithuania,Europe,19.0,11.0,75.3,73.8,66.7,50.9,86.4,63.9,96.7,73.4,64.5,89.9,86.9,80.0,70.0,1.57,15.0,15.0,30.1,34.71087861016667,Lithuania,2.871,86.051,1.6,2.9778,29972.331,9.185,0.678,-207.86805820571104,40.014
99,Luxembourg,Luxembourg,Europe,14.0,7.0,76.4,82.7,77.9,79.0,65.1,48.5,99.0,69.2,46.2,87.6,86.9,95.0,80.0,1.57,42.0,19.0,36.957,41.425013691733334,Luxembourg,0.576,59.932,4.5,3.2855999999999996,104003.301,5.942,0.105,26857.36724794947,22.617
100,Macau,Macau,Asia-Pacific,34.0,9.0,70.9,60.0,60.0,36.4,75.3,91.0,100.0,60.0,50.0,73.6,90.0,85.0,70.0,0.0,12.0,39.0,28.3,17.364333333333335,Macau,0.658,62.569,-20.3,-1.2558000000000002,95150.537,2.725,2.384,3026.702363709591,0.0
101,Macedonia,Macedonia,Europe,33.0,18.0,71.3,64.8,57.0,47.4,91.6,70.3,78.1,82.9,69.0,81.8,87.8,65.0,60.0,1.12,10.0,10.0,25.2,31.479,Macedonia,2.073,30.265,3.7,2.4692,14596.958,26.728,-0.239,396.51126228381656,38.683
102,Madagascar,Madagascar,Sub-Saharan Africa,119.0,16.0,56.8,33.2,21.4,17.8,90.3,92.9,82.5,45.6,41.5,73.4,78.0,55.0,50.0,5.99,20.0,20.0,13.0,15.371666666666664,Madagascar,24.916,37.492,3,3.1706,1504.735,2.134,6.737,540.5856123023527,42.256
103,Malawi,Malawi,Sub-Saharan Africa,148.0,31.0,52.0,33.1,47.1,28.9,76.9,70.7,28.1,47.7,59.9,60.4,71.5,50.0,50.0,4.24,30.0,30.0,22.5,31.27,Malawi,18.632,21.138,3,3.6012,1134.496,6.735,21.683,325.6328188450617,62.075
104,Malaysia,Malaysia,Asia-Pacific,22.0,6.0,74.5,83.8,65.2,54.8,85.6,81.3,80.7,83.9,75.8,85.6,87.4,60.0,50.0,1.28,25.0,25.0,13.8,24.93766666666667,Malaysia,31.661,863.282,5,5.0774,27266.663,3.298,2.091,9925.949728683385,56.253
105,Maldives,Maldives,Asia-Pacific,155.0,39.0,51.1,45.0,38.8,36.6,94.3,45.5,6.7,78.6,70.6,83.3,48.4,35.0,30.0,20.8,0.0,0.0,23.9,42.61566666666667,Maldives,0.354,5.501,1.9,3.9894,15553.004,3.234,0.855,448.006,81.511
106,Mali,Mali,Sub-Saharan Africa,113.0,14.0,57.6,31.9,32.4,31.4,68.1,85.3,84.8,52.8,48.4,81.9,68.7,65.0,40.0,10.64,40.0,35.0,19.0,22.15833333333333,Mali,16.817,38.107,6.1,3.9688000000000003,2265.996,8.097,-1.8,125.53092065862813,30.543
107,Malta,Malta,Europe,46.0,22.0,68.5,68.1,62.8,49.9,64.7,51.0,90.0,64.0,61.1,78.8,86.9,85.0,60.0,1.57,35.0,35.0,32.8,40.433,Malta,0.434,17.304,6.3,5.5728,39833.841,5.317,0.9,3575.021984768289,59.42
108,Mauritania,Mauritania,Sub-Saharan Africa,134.0,24.0,54.0,23.9,17.6,28.9,75.9,72.8,71.8,64.2,59.2,82.4,61.5,50.0,40.0,11.74,30.0,25.0,29.7,30.104333333333333,Mauritania,3.794,16.418,1.9,3.9812,4327.955,11.657,1.472,271.6457399668387,99.607
109,Mauritius,Mauritius,Sub-Saharan Africa,21.0,1.0,75.1,68.7,69.6,52.1,91.0,80.7,73.7,77.5,66.8,82.9,88.7,80.0,70.0,0.63,15.0,15.0,21.2,25.352999999999998,Mauritius,1.268,25.893,3.4,3.4270000000000005,20421.623,7.783,0.978,349.4185735709121,62.684
110,Mexico,Mexico,Americas,63.0,12.0,64.8,58.6,39.0,26.9,75.7,78.1,69.8,67.5,59.8,79.2,88.0,75.0,60.0,1.02,35.0,30.0,17.438,27.034000000000002,Mexico,122.273,2315.654,2.5,2.5148,18938.32,4.015,2.823,26738.61,58.096
111,Micronesia,Micronesia,Asia-Pacific,143.0,36.0,52.3,5.2,25.4,38.8,93.2,7.4,98.7,57.6,67.4,83.8,85.6,35.0,30.0,2.2,10.0,21.0,12.0,55.56666666666666,Micronesia,0.102,0.331,-0.2,-0.2897999999999999,3234.278,,1.278,,24.845
112,Moldova,Moldova,Europe,105.0,40.0,58.4,53.5,26.3,26.6,85.3,56.7,90.0,66.0,39.9,73.2,78.3,55.0,50.0,3.35,18.0,12.0,31.6,37.99633333333333,Moldova,3.551,18.919,-1.1,3.4120000000000004,5327.966,4.983,6.382,143.15,38.088
113,Mongolia,Mongolia,Asia-Pacific,125.0,27.0,55.7,51.0,30.9,34.8,88.4,57.1,3.8,67.0,75.6,79.1,75.9,45.0,60.0,4.57,10.0,25.0,20.9,37.802,Mongolia,3.014,36.996,2.3,7.0374,12274.891,6.693,0.546,-4072.136,90.0
114,Montenegro,Montenegro,Europe,68.0,33.0,64.3,54.2,51.3,38.1,85.2,35.7,69.1,72.9,70.9,84.9,84.7,75.0,50.0,2.63,9.0,9.0,36.3,46.31333333333333,Montenegro,0.623,10.361,4.1,1.6740000000000002,16643.181,17.492,-0.418,226.2560605065069,71.323
115,Morocco,Morocco,Middle East / North Africa,86.0,7.0,61.9,53.8,44.3,41.3,70.5,70.5,60.6,69.6,36.0,82.3,79.4,65.0,70.0,2.79,38.0,30.0,24.6,31.35366666666667,Morocco,33.827,281.793,4.5,3.2182000000000004,8330.402,9.983,1.6,2321.7992797334277,64.693
116,Mozambique,Mozambique,Sub-Saharan Africa,170.0,42.0,46.3,35.4,36.3,28.2,70.6,60.7,0.0,58.0,37.8,66.7,76.7,35.0,50.0,4.17,32.0,32.0,29.8,36.196666666666665,Mozambique,28.751,34.942,6.3,6.3586,1215.322,24.368,19.199,3093.43,115.2
117,Namibia,Namibia,Sub-Saharan Africa,103.0,11.0,58.5,56.6,54.2,45.4,63.0,50.4,16.5,67.5,85.5,74.8,83.3,65.0,40.0,0.87,37.0,34.0,34.3,40.669666666666664,Namibia,2.3,25.962,4.5,4.514,11289.733,25.588,6.727,274.8547207266003,42.071
118,Nepal,Nepal,Asia-Pacific,133.0,32.0,54.1,37.5,36.2,24.6,84.2,87.6,98.5,64.6,43.5,65.8,66.6,10.0,30.0,11.72,25.0,25.0,18.3,20.344666666666665,Nepal,28.853,71.525,3.4,3.6370000000000005,2478.939,3.213,9.932,105.94360692350644,27.27
119,Netherlands,Netherlands,Europe,17.0,10.0,76.2,87.9,74.1,86.0,52.5,39.1,88.2,80.5,61.5,87.5,86.9,90.0,80.0,1.57,52.0,25.0,37.751,45.04513819623333,Netherlands,17.03,869.365,1.9,0.8442000000000001,51049.02,6.166,0.11,91956.17426316459,62.567
120,New Zealand,NewZealand,Asia-Pacific,3.0,3.0,84.2,95.1,88.4,95.7,70.5,49.5,98.3,91.5,84.4,90.0,87.4,80.0,80.0,1.32,33.0,28.0,32.759,41.04136386206667,New Zealand,4.746,177.001,3.4,2.9112,37293.984,5.246,0.646,2291.6333108253916,29.498
121,Nicaragua,Nicaragua,Americas,100.0,20.0,58.9,29.8,19.0,24.2,77.2,80.0,94.8,60.2,57.3,73.0,81.0,60.0,50.0,2.0,30.0,30.0,22.0,25.832333333333334,Nicaragua,6.154,33.55,4.5,4.8636,5451.711,5.892,3.1,887.8,31.079
122,Niger,Niger,Sub-Saharan Africa,160.0,36.0,49.5,37.4,32.6,30.4,73.3,72.9,15.8,45.5,45.7,83.5,61.5,55.0,40.0,11.77,35.0,30.0,23.4,30.080666666666662,Niger,18.194,20.144,4,6.462000000000001,1107.179,2.634,1.097,292.8349008424712,45.941
123,Nigeria,Nigeria,Sub-Saharan Africa,104.0,12.0,58.5,38.0,39.6,14.4,84.4,96.3,80.9,49.3,81.5,66.9,65.5,45.0,40.0,9.75,24.0,30.0,9.0,11.035666666666666,Nigeria,183.636,1091.228,2.7,3.4189999999999996,5942.352,5.005,15.699,4448.73,18.621
124,Norway,Norway,Europe,23.0,12.0,74.3,86.4,86.0,93.6,56.4,29.2,97.8,90.4,54.6,73.9,87.9,75.0,60.0,1.04,47.8,25.0,38.065,48.57447449559999,Norway,5.263,364.439,1.6,1.6603999999999999,69249.46,4.806,3.55,-5532.738095238095,33.203
125,Oman,Oman,Middle East / North Africa,93.0,8.0,61.0,59.5,57.4,51.5,98.5,25.0,17.7,76.3,55.2,79.2,86.2,65.0,60.0,1.9,0.0,12.0,8.5,49.99866666666667,Oman,3.957,184.788,4.1,4.696199999999999,46697.96,17.522,1.1,142,34.274
126,Pakistan,Pakistan,Asia-Pacific,131.0,31.0,54.4,36.0,34.0,27.3,78.5,88.2,54.0,55.3,40.6,77.7,65.9,55.0,40.0,9.53,30.0,33.0,12.6,19.804333333333332,Pakistan,193.56,988.239,4.2,4.0636,5105.596,5.87,2.863,2006,66.887
127,Panama,Panama,Americas,54.0,10.0,67.0,60.9,29.4,38.8,85.0,84.1,86.1,74.4,43.5,79.5,77.8,75.0,70.0,6.08,25.0,25.0,15.8,23.051666666666666,Panama,4.037,92.948,5.8,6.5367999999999995,23023.885,5.815,0.74,5209.299999999999,39.165
128,Papua New Guinea,PapuaNewGuinea,Asia-Pacific,127.0,28.0,55.7,38.0,55.1,33.1,71.1,82.0,51.9,60.6,66.7,68.8,85.9,25.0,30.0,2.03,42.0,30.0,15.1,24.47066666666667,Papua New Guinea,7.911,28.013,9,5.470000000000001,3540.976,2.489,6.926,-39.57830842071636,33.475
129,Paraguay,Paraguay,Americas,82.0,17.0,62.1,38.3,28.2,28.3,96.1,82.2,97.1,62.2,29.9,72.4,76.1,75.0,60.0,4.43,10.0,10.0,13.8,24.381333333333334,Paraguay,6.855,64.405,3,4.9148,9396.023,5.437,4.087,273.58310000000006,24.731
130,Peru,Peru,Americas,43.0,7.0,68.7,56.9,33.5,36.6,80.6,85.6,94.7,69.2,62.4,83.1,87.1,75.0,60.0,1.43,30.0,28.0,15.9,21.930333333333333,Peru,31.481,406.206,3.3,4.2762,12903.089,4.946,3.593,6862.8930563883505,24.815
131,Philippines,Philippines,Asia-Pacific,61.0,13.0,65.0,45.0,38.2,34.4,78.9,89.3,97.7,62.6,57.6,76.3,80.7,60.0,60.0,2.15,32.0,30.0,13.7,18.905666666666665,Philippines,104.195,805.227,5.8,6.542199999999999,7728.072,5.876,1.784,7912.199512036193,33.709
132,Poland,Poland,Europe,45.0,21.0,68.5,61.8,56.6,50.9,75.9,47.8,81.5,67.2,63.9,85.0,86.9,75.0,70.0,1.57,32.0,19.0,32.082,41.695029638633336,Poland,37.967,1054.132,3.6,2.6104000000000003,27764.261,6.183,-0.583,11357.84903037958,54.238
133,Portugal,Portugal,Europe,72.0,35.0,63.4,69.2,70.1,56.8,59.8,29.8,46.0,83.2,44.1,85.3,86.9,70.0,60.0,1.57,48.0,23.0,34.489,48.383869918833334,Portugal,10.325,298.736,1.5,-0.24739999999999993,28933.32,11.16,0.636,6064.55658338489,130.303
134,Qatar,Qatar,Middle East / North Africa,29.0,2.0,72.6,70.3,59.8,71.6,99.6,60.2,95.4,71.3,65.4,75.0,83.3,60.0,60.0,3.36,0.0,0.0,6.4,36.428666666666665,Qatar,2.578,329.161,3.3,3.8620000000000005,127659.6,0.227,2.661,773.9010989010989,47.598
135,Romania,Romania,Europe,37.0,19.0,69.4,61.0,59.7,40.0,87.3,66.9,91.1,65.2,66.8,82.8,86.9,75.0,50.0,1.57,16.0,16.0,27.5,33.22166666666667,Romania,19.76,441.601,3.7,3.1944000000000004,22347.88,6.421,-1.555,4573.019849895192,39.196
136,Russia,Russia,Europe,107.0,41.0,58.2,48.7,46.9,38.1,85.8,62.5,87.7,77.0,52.0,60.8,79.4,30.0,30.0,2.8,13.0,20.0,29.2,35.34733333333333,Russia,143.44,3799.696,-3.7,0.4857999999999999,26489.824,5.723,7.045,37667.632,17.035
137,Rwanda,Rwanda,Sub-Saharan Africa,39.0,3.0,69.1,69.8,79.6,61.2,75.8,77.7,82.3,55.0,81.2,76.5,70.7,60.0,40.0,7.15,30.0,30.0,25.0,27.236333333333334,Rwanda,11.53,22.793,6.9,7.183400000000001,1976.823,2.527,5.723,409.7866369032295,37.639
138,Saint Lucia,SaintLucia,Americas,51.0,9.0,67.6,67.9,69.2,50.9,75.5,72.4,67.7,76.6,69.5,81.7,74.3,65.0,40.0,7.84,30.0,30.0,25.5,30.308333333333334,Saint Lucia,0.174,2.055,1.6,0.3216,11782.928,19.759,-1.743,94.58874037037036,82.932
139,Saint Vincent and the Grenadines,SaintVincentGrenadines,Americas,49.0,8.0,67.7,36.7,69.2,51.5,72.7,72.7,83.4,80.0,75.0,85.4,75.7,70.0,40.0,7.15,32.5,33.0,24.2,30.142666666666667,Saint Vincent and the Grenadines,0.11,1.241,1.6,1.2856,11270.502,19.311,-0.128,103.50633296296296,79.245
140,Samoa,Samoa,Asia-Pacific,90.0,21.0,61.5,53.1,38.8,40.1,79.9,55.1,78.1,77.0,76.5,84.8,70.2,55.0,30.0,9.9,27.0,27.0,23.6,38.70466666666667,Samoa,0.195,1.082,1.7,1.5803999999999998,5553.352,7.162,0.13,2.3392268855143374,52.61
141,São Tomé and Príncipe,SaoTomePrincipe,Sub-Saharan Africa,137.0,26.0,53.6,38.0,28.2,39.4,82.0,69.5,45.8,65.9,42.7,70.1,71.8,60.0,30.0,9.1,20.0,25.0,27.8,31.873333333333335,São Tomé and Príncipe,0.208,0.638,4,4.1768,3071.841,13.598,5.433,22.15,92.775
142,Saudi Arabia,SaudiArabia,Middle East / North Africa,98.0,9.0,59.6,53.1,60.2,49.9,99.7,52.0,19.7,74.0,64.8,73.8,78.2,40.0,50.0,3.4,2.5,2.5,8.7,40.00033333333334,Saudi Arabia,31.743,1750.864,3.4,3.4534,55158.216,5.529,3.51,7452.533,12.359
143,Senegal,Senegal,Sub-Saharan Africa,126.0,21.0,55.7,41.3,40.4,42.6,68.5,72.7,58.4,51.5,41.4,84.7,66.7,60.0,40.0,11.64,40.0,30.0,25.5,30.169333333333338,Senegal,15.406,39.694,6.5,5.098000000000001,2576.594,9.482,0.851,392.8155648837505,57.436
144,Serbia,Serbia,Europe,80.0,37.0,62.5,46.2,48.2,36.5,83.5,40.6,67.0,68.3,69.2,82.9,87.4,70.0,50.0,1.2949940658021881,15.0,15.0,34.6,44.50966666666667,Serbia,7.021,101.752,0.7,0.6526,14493.13,16.53,1.122,2298.7815737222563,74.143
145,Seychelles,Seychelles,Sub-Saharan Africa,88.0,7.0,61.6,60.7,38.8,38.8,73.4,63.0,90.6,63.4,57.5,81.5,86.7,55.0,30.0,1.64,15.0,33.0,36.7,35.125,Seychelles,0.094,2.596,4.4,5.0148,27602.212,,-1.014,155.236314696835,68.594
146,Sierra Leone,SierraLeone,Sub-Saharan Africa,151.0,33.0,51.8,33.6,29.6,22.0,79.9,89.8,65.9,51.3,30.5,69.5,69.4,60.0,20.0,10.31,30.0,30.0,14.5,18.400333333333332,Sierra Leone,6.439,10.764,-21.5,4.9534,1671.644,2.995,11.299,516,53.408
147,Singapore,Singapore,Asia-Pacific,2.0,2.0,88.8,98.4,90.9,91.2,90.4,90.6,80.0,90.9,92.6,85.2,90.0,85.0,80.0,0.0,22.0,17.0,13.6,17.709666666666667,Singapore,5.607,492.631,2,3.2745999999999995,87855.383,1.829,-0.532,61596.68488292136,112.028
148,Slovakia,Slovakia,Europe,59.0,29.0,65.3,68.2,38.8,38.2,78.9,44.3,84.9,63.9,54.0,81.0,86.9,75.0,70.0,1.57,25.0,21.0,32.25,43.07105291836666,Slovak Republic,5.426,170.052,3.6,2.567,31338.806,9.991,-0.466,-295.35457366141827,52.265
149,Slovenia,Slovenia,Europe,64.0,31.0,64.8,76.6,57.7,52.1,58.7,31.2,66.3,79.5,61.3,87.3,86.9,70.0,50.0,1.57,50.0,17.0,36.599,47.88304493686667,Slovenia,2.064,66.229,2.9,0.8278000000000001,32084.867,8.693,-0.055,919.2055617315702,78.906
150,Solomon Islands,SolomonIslands,Asia-Pacific,114.0,26.0,57.5,49.4,57.3,36.8,65.5,35.6,99.8,68.9,72.4,84.0,74.7,15.0,30.0,7.65,40.0,30.0,30.8,46.34766666666667,Solomon Islands,0.601,1.185,3.3,2.9408000000000003,1972.582,31.426,0.437,24.529872205023043,9.043
151,South Africa,SouthAfrica,Sub-Saharan Africa,77.0,4.0,63.0,67.7,65.9,45.4,62.5,68.1,74.6,65.1,60.1,74.6,71.6,50.0,50.0,4.22,45.0,28.0,30.6,32.633,South Africa,55.909,739.42,1.3,1.596,13225.428,25.927,6.341,2270.4220373089684,50.467
152,Spain,Spain,Europe,60.0,30.0,65.1,73.1,62.0,51.5,62.0,42.8,36.1,66.3,59.0,86.7,86.9,85.0,70.0,1.57,45.0,25.0,33.849,43.68387689263333,Spain,46.323,1686.889,3.2,0.6361999999999999,36415.964,19.447,-0.2,18658.856630550807,99.262
153,Sri Lanka,SriLanka,Asia-Pacific,111.0,25.0,57.8,46.5,52.0,30.7,84.9,89.3,24.9,76.2,60.1,74.0,74.5,40.0,40.0,5.25,24.0,28.0,12.1,18.864,Sri Lanka,21.252,260.593,5.2,5.300200000000001,12262.316,4.981,3.728,898.0838193354477,77.344
154,Sudan,Sudan,Sub-Saharan Africa,161.0,37.0,49.4,27.8,21.4,21.2,85.9,95.3,87.2,52.3,58.8,62.2,56.1,5.0,20.0,11.95,10.0,35.0,9.0,12.484,Sudan,39.599,176.086,3.5,2.3454,4446.757,13.302,17.75,1063.767535335872,64.176
155,Suriname,Suriname,Americas,166.0,29.0,48.1,39.7,21.4,39.9,71.4,76.4,11.7,48.3,73.5,50.5,74.8,40.0,30.0,7.61,38.0,36.0,11.1,28.07466666666667,Suriname,0.564,7.887,0.1,-1.443,13988.186,9.982,55.5,221.7902106612659,64.606
156,Swaziland,Swaziland,Sub-Saharan Africa,123.0,20.0,55.9,55.3,35.3,26.9,74.8,65.2,39.7,61.1,69.5,73.2,79.7,50.0,40.0,5.17,33.0,27.5,26.0,34.066,Swaziland,1.132,11.07,1.7,2.5162,9775.762,25.281,8.033,-10.614360689617666,27.495
157,Sweden,Sweden,Europe,15.0,8.0,76.3,92.6,88.2,92.9,43.9,23.2,96.1,89.3,53.7,83.8,86.9,85.0,80.0,1.57,57.0,22.0,43.335,50.58127401036666,Sweden,9.995,498.121,4.1,2.1908000000000003,49836.222,7.093,1.136,19583.88178449169,41.653
158,Switzerland,Switzerland,Europe,4.0,1.0,81.7,84.2,82.1,82.8,70.5,65.4,95.9,75.7,73.9,85.2,90.0,85.0,90.0,0.0,40.0,24.0,27.891,33.9694831044,Switzerland,8.327,495.962,0.9,1.3922,59560.695,4.583,-0.432,-26340.200384339878,45.388
159,Syria,Syria,Middle East / North Africa,,,,36.7,22.1,23.1,,,13.8395,61.8,59.24625855945993,44.2,56.64,0.0,,14.18,22.0,28.0,,,Syria,18.4,$21.0 (nominal),-4.8,,,14.312,44.5,,55.5
160,Taiwan ,Taiwan,Asia-Pacific,13.0,5.0,76.6,84.3,69.2,70.9,76.1,90.4,90.8,93.2,54.9,83.3,86.2,60.0,60.0,1.9,45.0,17.0,8.7,17.849666666666668,Taiwan ,23.54,1132.142,0.7,2.0818,48094.787,3.962,1.392,8333,35.367
161,Tajikistan,Tajikistan,Asia-Pacific,106.0,23.0,58.3,46.8,50.3,38.2,91.8,71.4,90.4,63.4,52.2,69.6,70.6,25.0,30.0,7.18,13.0,15.0,20.6,30.868,Tajikistan,8.655,26.03,3,6.9,3007.573,10.819,5.914,434.22,35.316
162,Tanzania,Tanzania,Sub-Saharan Africa,97.0,10.0,59.9,38.0,34.7,31.8,79.8,89.8,79.0,50.0,63.9,70.3,76.9,55.0,50.0,6.54,30.0,30.0,15.0,18.453666666666667,Tanzania,48.633,149.804,7,6.5813999999999995,3080.321,2.619,5.17,1365.4,39.005
163,Thailand,Thailand,Asia-Pacific,53.0,12.0,67.1,48.6,45.3,34.7,81.3,85.5,96.4,77.2,62.6,75.5,83.1,55.0,60.0,3.47,35.0,20.0,15.7,21.979666666666663,Thailand,68.981,1164.929,2.8,3.4122,16887.649,0.626,0.188,1554.1616653043943,42.236
164,Timor-Leste,TimorLeste,Asia-Pacific,167.0,41.0,48.1,29.9,13.8,32.0,97.4,30.9,20.0,66.9,62.7,78.4,80.0,45.0,20.0,2.5,10.0,10.0,8.0,47.977,Timor-Leste,1.188,4.975,4.3,4.7556,4186.553,4.019,-1.339,5.479,0.0
165,Togo,Togo,Sub-Saharan Africa,168.0,41.0,47.8,32.7,28.2,31.4,64.3,73.3,7.5,49.7,45.2,78.5,67.2,65.0,30.0,11.41,45.0,27.0,28.5,29.810000000000002,Togo,7.509,11.642,5.3,5.542,1550.288,6.794,0.9,254.9384208392674,79.102
166,Tonga,Tonga,Asia-Pacific,76.0,17.0,63.1,62.1,25.4,40.5,85.4,68.7,95.9,75.5,86.4,78.3,78.6,40.0,20.0,5.72,20.0,25.0,20.8,32.31433333333333,Tonga,0.104,0.563,2.6,1.6648,5386.466,4.865,1.426,8.85556992956869,45.1
167,Trinidad and Tobago,TrinidadTobago,Americas,112.0,22.0,57.7,54.9,49.8,33.1,83.5,54.4,12.6,68.3,74.5,77.4,73.5,60.0,50.0,8.27,25.0,25.0,20.0,38.969,Trinidad and Tobago,1.367,43.553,-1.8,-0.46340000000000003,31870.289,3.853,3.426,-60.382,61.006
168,Tunisia,Tunisia,Middle East / North Africa,99.0,10.0,58.9,49.4,41.7,36.8,73.0,75.5,61.6,81.4,52.9,77.2,82.1,45.0,30.0,3.94,35.0,30.0,24.0,28.57766666666667,Tunisia,11.224,130.576,0.8,2.1404,11634.072,14.786,3.727,957.6216347071503,60.641
169,Turkey,Turkey,Europe,58.0,28.0,65.4,54.7,54.5,42.0,74.7,68.1,93.6,63.3,47.6,72.3,78.6,75.0,60.0,3.2,35.0,20.0,30.031,32.61333333333334,Turkey,79.815,1988.331,3.8,5.4764,24911.75,10.329,7.775,11987,29.097
170,Turkmenistan,Turkmenistan,Asia-Pacific,169.0,42.0,47.1,29.8,5.0,27.3,95.9,92.2,98.6,30.0,20.0,76.3,80.0,0.0,10.0,0.0,10.0,8.0,15.6,16.09566666666667,Turkmenistan,5.463,95.526,6.5,8.8464,17485.203,8.618,3.53,4522.482142857138,23.874
171,Uganda,Uganda,Sub-Saharan Africa,83.0,5.0,62.0,43.5,40.3,28.3,73.0,90.9,80.7,45.4,83.9,80.5,78.1,60.0,40.0,5.93,40.0,30.0,14.3,17.389999999999997,Uganda,41.087,84.976,5,4.283799999999999,2068.225,2.281,5.464,541.1862672190979,36.872
172,Ukraine,Ukraine,Europe,150.0,44.0,51.9,41.0,29.5,29.0,80.2,45.0,75.9,62.7,52.8,60.1,81.1,35.0,30.0,1.93,20.0,18.0,35.5,42.799333333333344,Ukraine,42.501,352.978,-9.9,-2.7612,8305.075,8.874,13.913,3336,81.248
173,United Arab Emirates,UnitedArabEmirates,Middle East / North Africa,10.0,1.0,77.6,76.3,83.4,77.3,98.4,70.9,99.0,79.9,81.1,80.2,84.3,40.0,60.0,2.83,0.0,0.0,12.8,31.152,United Arab Emirates,9.856,668.933,3.9,4.284000000000001,67870.778,3.691,1.773,8985.705,19.304
174,United Kingdom,UnitedKingdom,Europe,8.0,4.0,78.0,92.2,93.8,79.0,65.2,44.4,53.5,91.1,74.4,85.2,86.9,90.0,80.0,1.57,45.0,20.0,32.516,43.04014864333334,United Kingdom,65.572,2785.563,2.2,2.0588,42480.715,4.849,0.642,253825.776294364,89.155
175,United States,UnitedStates,Americas,18.0,2.0,75.7,79.3,76.9,71.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0,1.64,39.6,35.0,26.358,38.05886528566667,United States,323.298,18569.1,2.4,2.0966,57436.409,4.906,1.275,391104,107.351
176,Uruguay,Uruguay,Americas,38.0,4.0,69.2,69.3,67.0,71.6,78.0,68.6,71.1,74.4,64.4,70.7,80.4,85.0,30.0,4.79,30.0,25.0,26.0,32.37266666666667,Uruguay,3.48,74.92,1.5,2.767,21527.268,8.154,9.639,953.13,60.926
