CountryID,Country_Name,WEBNAME,Region,World_Rank,Region_Rank,2021_Score,Property_Rights,Judical_Effectiveness,Government_Integrity,Tax_Burden,Gov't_Spending,Fiscal_Health,Business_Freedom,Labor_Freedom,Monetary_Freedom,Trade_Freedom,Investment_Freedom_,Financial_Freedom,Tariff_Rate_(%),Income_Tax_Rate_(%),Corporate_Tax_Rate_(%),Tax_Burden_%_of_GDP,Gov't_Expenditure_%_of_GDP_,Country,Population_(Millions),"GDP_(Billions,_PPP)",GDP_Growth_Rate_(%),5_Year_GDP_Growth_Rate_(%),GDP_per_Capita_(PPP),Unemployment_(%),Inflation_(%),FDI_Inflow_(Millions),Public_Debt_(%_of_GDP)
1,Afghanistan,Afghanistan,Asia-Pacific,146.0,33.0,53.0,30.3,25.7,29.1,91.1,76.1,99.9,53.9,59.9,80.8,68.6,10.0,10.0,5.7,20.0,20.0,9.250468048559659,28.222333333333335,Afghanistan,38.041754,76.624,3.037,2.3484000000000003,2293.551683879052,11.1,2.302,38.5333333,7.3
2,Albania,Albania,Europe,66.0,35.0,65.2,46.1,22.8,40.6,89.0,74.6,86.6,66.1,51.6,82.0,82.8,70.0,70.0,3.6,23.0,15.0,18.55747539532614,29.117,Albania,2.854191,39.832,2.214,3.1242,14495.078514073732,12.3,1.411,1281.2522389396383,68.8
3,Algeria,Algeria,Middle East and North Africa,162.0,13.0,49.7,34.0,41.6,32.7,67.2,55.4,49.1,63.5,51.3,84.3,57.4,30.0,30.0,13.8,35.0,26.0,37.18,38.5,Algeria,43.053054,668.827,0.7,2.06,11820.087683680744,11.7,1.952,1381.8900896,46.3
4,Angola,Angola,Sub-Saharan Africa,140.0,30.0,54.2,30.3,22.8,20.4,87.3,86.9,77.9,56.9,59.6,67.5,70.2,30.0,40.0,7.4,17.0,30.0,9.223777453718249,20.908,Angola,31.825295,200.83,-1.503,-0.8977999999999999,6929.678158447642,6.9,17.079,-4098.4787476,109.8
5,Argentina,Argentina,Americas,148.0,26.0,52.7,46.1,45.7,54.0,70.4,52.8,38.4,59.5,46.3,41.9,62.6,55.0,60.0,13.7,35.0,30.0,28.9,39.646,Argentina,44.938712,911.562,-2.163,-0.265,22947.1397952874,9.8,53.548,6244.4229999,88.7
6,Armenia,Armenia,Europe,32.0,18.0,71.9,57.3,55.3,45.0,87.1,81.3,84.3,81.9,74.5,76.9,73.8,75.0,70.0,5.6,23.0,18.0,20.87010390318142,24.96066666666667,Armenia,2.957731,33.426,7.597,4.7604,14219.627708819722,17.0,1.443,254.483,53.4
7,Australia,Australia,Asia-Pacific,3.0,3.0,82.4,81.5,90.0,89.8,62.6,58.1,88.7,87.4,84.1,86.7,89.8,80.0,90.0,2.6,45.0,30.0,28.53,37.355999999999995,Australia,25.364307,1362.07,1.847,2.424,53320.26904278483,5.3,1.61,36156.16158386108,45.0
8,Austria,Austria,Europe,25.0,13.0,73.9,86.8,83.5,84.8,45.7,29.1,90.0,72.6,68.4,81.7,84.0,90.0,70.0,3.0,55.0,25.0,42.18,48.597,Austria,8.877067,476.812,1.585,1.9158000000000002,59110.56255908133,4.7,1.49,4642.622693892173,70.8
9,Azerbaijan,Azerbaijan,Europe,38.0,23.0,70.1,67.9,55.8,46.8,88.1,65.2,99.4,80.5,65.9,73.2,68.0,70.0,60.0,8.5,25.0,20.0,12.971271787444435,34.050000000000004,Azerbaijan,10.023318,187.346,2.25,0.37799999999999995,15000.816497354199,5.5,2.6,1503.9,18.0
10,Bahamas,Bahamas,Americas,70.0,13.0,64.6,48.1,45.7,47.5,97.1,87.6,72.7,70.4,70.0,77.0,49.0,50.0,60.0,18.0,0.0,0.0,17.0,20.307000000000002,Bahamas,0.389482,12.798,1.801,0.8956,37265.81210226767,10.4,1.335,636.702,63.3
11,Bahrain,Bahrain,Middle East and North Africa,40.0,4.0,69.9,71.5,65.8,64.4,100.0,67.1,0.0,76.7,71.4,82.8,83.6,75.0,80.0,5.7,0.0,0.0,1.07,33.09166666666667,Bahrain,1.641172,76.94,1.819,2.7847999999999997,46891.859838714765,0.7,1.0,941.7553191489362,103.9
12,Bangladesh,Bangladesh,Asia-Pacific,120.0,25.0,56.5,38.0,35.4,27.7,84.0,93.8,66.3,55.6,68.8,69.9,63.4,45.0,30.0,10.8,30.0,25.0,8.765028663246854,14.323,Bangladesh,163.046161,838.554,7.879,7.5042,4950.743581408837,4.2,5.691,1596.7541074,35.7
13,Barbados,Barbados,Americas,67.0,12.0,65.0,52.7,49.7,50.2,79.3,73.1,79.8,69.7,60.1,77.3,58.4,70.0,60.0,13.3,28.5,5.5,35.0,29.936333333333334,Barbados,0.287025,5.432,-0.098,0.9456,16286.979515127117,10.3,4.1,215.3701286,119.5
14,Belarus,Belarus,Europe,95.0,43.0,61.0,58.6,40.4,39.8,92.9,55.5,96.5,75.9,75.7,70.2,76.0,30.0,20.0,4.5,13.0,18.0,14.672568969838872,38.49533333333333,Belarus,9.466856,195.119,1.222,0.10940000000000003,19943.292523313656,4.6,5.6,1293.1,41.9
15,Belgium,Belgium,Europe,37.0,22.0,70.1,84.0,70.2,81.3,46.5,18.4,78.7,80.1,61.1,82.0,84.0,85.0,70.0,3.0,50.0,29.0,44.85,52.143,Belgium,11.484055,572.902,1.365,1.6663999999999999,54545.15088450006,5.6,1.249,9706.922801361276,99.0
16,Belize,Belize,Americas,114.0,21.0,57.5,41.8,45.7,36.3,78.7,64.7,68.5,60.0,54.2,80.2,55.0,55.0,50.0,17.5,25.0,25.0,29.7,34.306,Belize,0.390353,3.358,0.297,1.4362,7295.230135750622,6.4,0.597,102.89,96.7
17,Benin,Benin,Sub-Saharan Africa,100.0,10.0,59.6,42.5,37.0,32.2,68.4,92.0,86.3,54.6,58.5,83.7,60.4,50.0,50.0,12.3,45.0,30.0,15.38,16.4,Benin,11.801151,40.643,6.397,4.7768,3423.5517269216857,2.2,-0.933,230.191998539775,39.4
18,Bhutan,Bhutan,Asia-Pacific,109.0,22.0,58.3,62.6,45.7,55.0,82.2,71.6,70.2,67.3,79.6,74.3,40.8,20.0,30.0,22.1,25.0,30.0,16.01884374105876,30.742666666666665,Bhutan,0.763092,7.937,5.335,5.804,12390.0,2.3,2.6,7.166078030138325,110.0
19,Bolivia,Bolivia,Americas,172.0,30.0,42.7,18.7,11.0,25.9,85.3,58.4,13.4,58.4,53.4,71.0,61.6,15.0,40.0,9.2,13.0,25.0,26.0,37.25333333333333,Bolivia,11.5131,93.357,2.8,4.068,9086.060696057462,3.5,1.839,-159.5391184,57.5
20,Bosnia and Herzegovina,BosniaHerzegovina,Europe,82.0,40.0,62.9,44.1,33.7,42.4,93.8,49.5,97.1,48.2,67.8,84.1,69.2,65.0,60.0,7.9,10.0,10.0,20.440760355838407,41.048,Bosnia and Herzegovina,3.301,49.727,2.7,3.1454,15791.67473944313,18.4,0.684,528.3528610432204,38.0
21,Botswana,Botswana,Sub-Saharan Africa,51.0,3.0,67.6,58.6,50.8,48.8,87.4,68.2,74.8,68.4,68.2,74.1,77.4,65.0,70.0,6.3,25.0,22.0,12.244,32.565333333333335,Botswana,2.303697,43.907,2.966,2.591,18502.818222918835,18.2,2.845,260.9279360572413,14.5
22,Brazil,Brazil,Americas,143.0,24.0,53.4,55.0,45.5,47.5,70.1,56.5,5.3,58.0,50.7,77.8,64.6,60.0,50.0,10.2,27.5,34.0,32.9,38.083,Brazil,211.049527,3480.55,1.133,-0.6154,15258.850832700624,12.1,3.733,71989.2702309,89.5
186,Brunei Darussalam,Brunei ,Asia-Pacific,57.0,11.0,66.6,61.1,62.3,47.5,92.3,67.6,20.0,83.6,90.9,74.7,84.6,65.0,50.0,0.2,0.0,18.5,20.6,32.877,Brunei Darussalam,0.433285,36.631,3.869,0.4758,64673.29857055049,9.1,-0.481,274.5994047147821,2.5
23,Bulgaria,Bulgaria,Europe,35.0,20.0,70.4,66.2,43.6,46.8,93.9,64.7,99.2,62.9,68.5,85.2,84.0,70.0,60.0,3.0,10.0,10.0,20.182262961313437,34.30466666666667,Bulgaria,6.975761,170.925,3.372,3.553,24561.18261353981,4.3,2.457,1222.894277158338,20.4
24,Burkina Faso,BurkinaFaso,Sub-Saharan Africa,124.0,21.0,56.5,45.1,36.6,34.5,80.9,81.9,60.8,44.8,52.2,74.7,61.0,65.0,40.0,9.5,27.5,28.0,19.345,24.585666666666665,Burkina Faso,20.321378,47.303,5.689,5.7092,2280.38003653286,6.3,-3.233,207.95022779978137,40.0
25,Burma,Burma,Asia-Pacific,135.0,30.0,55.2,37.2,19.7,32.7,87.2,87.1,81.9,60.0,64.3,72.5,70.0,30.0,20.0,5.0,25.0,25.0,5.865457073133912,20.700666666666667,Burma,54.04542,357.339,6.5,6.5072,5355.270190151399,1.6,8.627,2766.0,38.2
26,Burundi,Burundi,Sub-Saharan Africa,161.0,40.0,49.9,28.0,32.1,27.0,77.1,79.3,32.2,51.8,67.3,74.7,49.8,50.0,30.0,15.1,35.0,30.0,12.86,26.260333333333335,Burundi,11.53058,8.711,1.772,-0.10679999999999992,782.8165887983876,1.4,-0.709,1.0449605010240461,60.7
27,Cambodia,Cambodia,Asia-Pacific,118.0,24.0,57.25,39.9,23.2,17.0,89.1,84.3,98.3,30.9,62.6,75.1,66.6,50.0,50.0,9.2,20.0,20.0,17.052091762089926,22.9,Cambodia,16.486542,76.959,7.045,7.094800000000001,4570.694288756898,0.7,2.371,3706.0329999,28.5
28,Cameroon,Cameroon,Sub-Saharan Africa,144.0,32.0,53.36666666666667,38.3,27.2,21.0,74.8,89.0,79.9,43.9,49.9,81.2,55.2,30.0,50.0,14.9,35.0,33.0,14.439,19.1,Cameroon,25.87638,100.604,3.747,4.3314,3804.071710782582,3.4,2.451,781.6361194,40.9
29,Canada,Canada,Americas,9.0,1.0,77.86666666666666,84.5,73.3,87.9,76.0,49.8,84.2,81.4,72.4,76.1,88.8,80.0,80.0,3.1,33.0,15.0,32.99,40.9,Canada,37.589262,1904.39,1.636,1.6961999999999997,51341.705166787724,5.6,1.949,50331.89056788635,88.6
30,Cabo Verde,CaboVerde,Sub-Saharan Africa,77.0,5.0,63.8,44.5,47.5,48.7,77.9,70.7,69.7,60.6,55.2,83.3,68.0,80.0,60.0,11.0,35.0,24.0,20.1,31.2,Cabo Verde,0.549935,4.343,5.458,3.9902,7469.075578836172,12.3,1.107,103.99626359612162,124.2
31,Central African Republic,CentralAfricanRepublic,Sub-Saharan Africa,166.0,44.0,48.8,23.2,28.2,22.0,65.3,92.2,95.4,23.3,40.9,74.9,45.2,45.0,30.0,17.4,50.0,30.0,8.639830719709153,16.129666666666665,Central African Republic,4.745185,4.199,2.97,4.0812,984.0280496748479,3.7,2.685,25.60115741808641,47.8
32,Chad,Chad,Sub-Saharan Africa,158.0,38.0,50.4,27.7,25.0,21.0,44.6,93.9,96.1,25.3,42.9,76.7,52.0,60.0,40.0,14.0,60.0,45.0,13.3,14.216999999999999,Chad,15.946876,31.913,2.96,-0.18099999999999988,1645.0941529070303,1.9,-0.972,566.6389508536458,44.2
33,Chile,Chile,Americas,19.0,2.0,75.2,70.2,68.4,74.5,72.3,80.4,90.4,75.1,62.5,85.5,83.0,70.0,70.0,6.0,40.0,27.0,21.07,25.548333333333332,Chile,18.952038,495.176,1.124,2.0542000000000002,25154.992822918506,7.1,2.253,11437.401,27.9
34,China,China,Asia-Pacific,107.0,20.0,58.4,62.2,71.5,46.4,72.6,67.6,54.8,80.2,64.9,69.8,71.2,20.0,20.0,4.4,45.0,25.0,9.419318202271429,32.9,China,1397.715,27306.98,6.11,6.711200000000001,16784.659349715483,4.3,2.903,141225.0,54.4
35,Colombia,Colombia,Americas,49.0,6.0,68.1,59.8,36.4,49.7,69.7,69.3,78.9,71.0,77.7,78.1,77.0,80.0,70.0,6.5,39.0,32.0,22.0,31.967000000000002,Colombia,50.339443,785.836,3.322,2.4478,15643.731446093127,9.7,3.521,14493.1060676,52.9
36,Comoros,Comoros,Sub-Saharan Africa,132.0,25.0,55.7,34.0,28.2,23.6,63.5,91.6,97.3,48.5,60.4,79.7,66.2,45.0,30.0,6.9,30.0,50.0,15.7,16.717,Comoros,0.850886,2.53,1.866,2.8876,3209.091291001486,4.3,3.3,7.859590307819012,23.8
37,"Congo, Democratic Republic of the Congo",DemcoraticRepublicCongo,Sub-Saharan Africa,165.0,43.0,49.0,23.0,18.2,11.5,71.3,96.0,99.5,53.1,40.2,61.7,63.2,30.0,20.0,10.9,40.0,35.0,6.578,11.483333333333334,"Congo, Democratic Republic of the Congo",86.790567,83.151,4.381,4.6478,1143.4532245043965,4.2,4.769,1478.3421422,14.7
38,"Congo, Republic of",RepublicCongo,Sub-Saharan Africa,156.0,37.0,50.7,32.2,25.7,23.5,80.4,84.0,81.8,36.6,36.6,86.5,56.4,35.0,30.0,11.8,30.0,30.0,12.515,23.123666666666665,"Congo, Republic of",5.380508,31.219,-0.902,-0.25880000000000003,3434.7556752364267,9.5,2.207,3366.0850294199113,95.3
39,Costa Rica,CostaRica,Americas,72.0,14.0,64.2,64.0,58.1,59.0,79.9,87.7,24.3,66.2,55.5,80.9,75.0,70.0,50.0,5.0,25.0,30.0,22.0,20.232333333333333,Costa Rica,5.047561,92.062,2.084,3.2963999999999998,20434.40842631867,11.9,2.097,2535.715,73.9
40,Côte d'Ivoire,CoeDivoire,Sub-Saharan Africa,91.0,7.0,61.7,42.8,34.9,27.0,77.6,90.4,84.1,60.8,48.9,74.7,73.8,75.0,50.0,8.1,36.0,25.0,17.93,17.8,Côte d'Ivoire,25.716544,158.288,6.9,7.414999999999999,5455.360012477645,3.3,0.806,1008.7047553516701,37.8
41,Croatia,Croatia,Europe,79.0,38.0,63.6,68.4,41.1,51.4,79.0,35.8,89.6,56.2,43.6,78.7,84.0,75.0,60.0,3.0,36.0,18.0,21.963282023161383,46.254,Croatia,4.0675,112.623,2.919,2.9348,29973.426092504855,6.9,0.772,1364.6157978461401,72.0
42,Cuba,Cuba,Americas,176.0,31.0,28.1,27.7,10.0,48.7,47.1,0.0,14.6,20.0,20.0,64.6,64.2,10.0,10.0,7.9,50.0,30.0,43.5,64.61133333333333,Cuba,11.333483,159.44,0.5,1.8082,14080.0,1.6,5.6,,51.9
43,Cyprus,Cyprus,Europe,33.0,19.0,71.4,78.5,57.9,65.0,80.2,52.1,82.0,76.1,60.5,85.0,84.0,75.0,60.0,3.0,35.0,12.5,24.496028871097295,40.0,Cyprus,1.198575,36.915,3.23,4.3542000000000005,41254.40458771,7.3,0.556,24248.02301629948,94.9
44,Czech Republic,CzechRepublic,Europe,27.0,14.0,73.8,76.2,56.8,64.4,79.1,51.4,98.1,68.8,77.1,79.7,84.0,70.0,80.0,3.0,22.0,19.0,35.28,40.24533333333333,Czech Republic,10.669709,412.978,2.566,3.505,42575.61147783907,1.9,2.856,7576.538106810278,30.8
45,Denmark,Denmark,Europe,10.0,5.0,77.8,86.7,86.9,93.4,43.7,23.1,98.2,88.8,73.8,84.5,84.0,90.0,80.0,3.0,56.0,22.0,44.86,50.625,Denmark,5.818553,319.491,2.367,2.4768,59830.15424051389,4.9,0.729,930.2116366417021,30.3
46,Djibouti,Djibouti,Sub-Saharan Africa,126.0,22.0,56.2,42.8,28.2,27.9,79.6,80.4,79.4,63.3,49.4,70.4,43.2,60.0,50.0,20.9,30.0,25.0,22.7,25.578666666666667,Djibouti,0.97356,6.259,7.498,7.131599999999999,5748.081044455944,10.3,3.319,181.913,66.5
47,Dominica,Dominica,Americas,147.0,25.0,53.0,51.2,66.3,51.0,70.0,7.4,6.1,68.4,67.0,82.4,55.6,70.0,40.0,14.7,35.0,25.0,33.9,55.55733333333333,Dominica,0.071808,0.848,9.205,0.035800000000000054,12659.344514903223,,1.607,32.55185185185185,83.3
48,Dominican Republic,DominicanRepublic,Americas,88.0,17.0,62.1,51.2,28.8,34.6,84.6,91.7,84.4,56.4,58.7,75.3,69.4,70.0,40.0,7.8,25.0,27.0,13.8,16.669333333333334,Dominican Republic,10.738958,199.395,5.071,6.0600000000000005,19182.409150703123,5.9,1.811,3012.8,53.6
49,Ecuador,Ecuador,Americas,149.0,27.0,52.4,39.5,24.7,38.5,77.1,58.5,75.9,50.4,47.9,81.7,59.8,35.0,40.0,10.1,35.0,25.0,20.9,37.202999999999996,Ecuador,17.373662,203.611,0.054,0.5167999999999999,11846.780557909313,4.0,0.266,966.1532695,49.6
50,Egypt,Egypt,Middle East and North Africa,130.0,11.0,55.7,51.2,54.0,37.0,86.9,73.1,6.0,62.7,51.4,64.3,67.0,65.0,50.0,9.0,22.5,22.5,17.129,29.941999999999997,Egypt,100.388073,1391.27,5.558,4.7336,12250.78041424307,10.8,13.865,9010.0,83.8
51,El Salvador,ElSalvador,Americas,94.0,18.0,61.0,39.9,33.5,34.2,77.9,81.0,79.6,52.4,52.2,81.0,70.8,70.0,60.0,7.1,30.0,30.0,20.2,25.148666666666667,El Salvador,6.453553,55.578,2.385,2.401,9139.706334201786,4.1,0.074,662.196,69.0
52,Equatorial Guinea,EquatorialGuinea,Sub-Saharan Africa,163.0,41.0,49.2,27.8,15.4,17.0,75.2,90.0,96.1,36.4,34.4,79.4,48.8,40.0,30.0,15.6,35.0,35.0,5.874,18.278,Equatorial Guinea,1.355986,28.208,-6.096,-7.0986,19327.138318831505,6.4,0.597,452.2871143861932,43.9
53,Eritrea,Eritrea,Sub-Saharan Africa,173.0,45.0,42.3,24.2,15.4,21.0,74.0,64.3,78.1,17.3,69.6,55.0,69.2,0.0,20.0,5.4,30.0,30.0,28.2,34.501333333333335,Eritrea,3.497117,6.591,3.836,-1.2753999999999994,1710.0,5.1,-16.365,67.116,265.8
54,Estonia,Estonia,Europe,8.0,4.0,78.2,81.8,80.8,86.4,81.0,54.4,99.6,72.7,57.8,79.7,84.0,90.0,70.0,3.0,20.0,20.0,33.24,38.992,Estonia,1.32659,47.807,4.334,3.8641999999999994,38811.143340771654,5.1,2.268,3044.4821331497405,8.4
156,Eswatini,Eswatini,Sub-Saharan Africa,137.0,27.0,55.1,48.5,46.1,36.4,78.7,64.3,16.4,61.5,69.5,78.2,71.4,50.0,40.0,9.3,33.0,27.5,16.98,34.493,Eswatini,1.14813,12.407,1.037,1.7986,9048.178921899378,22.1,2.584,130.22148734516622,42.5
55,Ethiopia,Ethiopia,Sub-Saharan Africa,151.0,35.0,51.7,23.2,33.8,31.5,78.2,91.9,79.6,47.5,57.4,60.6,61.4,35.0,20.0,11.8,35.0,30.0,7.519920423208997,16.46966666666667,Ethiopia,112.07873,243.618,8.967,9.056000000000001,2311.7043863671593,2.1,15.81,2516.2280202,57.6
56,Fiji,Fiji,Asia-Pacific,87.0,15.0,62.2,60.6,40.4,46.8,86.2,71.1,68.4,61.3,77.2,74.9,55.0,55.0,50.0,15.0,20.0,20.0,24.18667880471476,31.032,Fiji,0.889953,10.631,0.5,3.325,14427.582417995287,4.1,1.9,321.28458282995194,48.8
57,Finland,Finland,Europe,17.0,10.0,76.1,91.9,82.2,97.2,68.0,14.3,91.4,85.8,50.5,83.3,84.0,85.0,80.0,3.0,31.25,20.0,42.66,53.43933333333333,Finland,5.520314,265.879,0.98,1.7932,51323.83337644421,6.6,1.137,8169.890739745657,59.7
58,France,France,Europe,64.0,34.0,65.7,82.2,69.2,80.1,50.7,6.3,69.0,80.2,44.8,77.3,84.0,75.0,70.0,3.0,45.0,28.0,46.09,55.901666666666664,France,67.059887,3061.82,1.31,1.5006,49435.17993960897,8.4,1.3,33964.71431130217,98.5
59,Gabon,Gabon,Sub-Saharan Africa,110.0,15.0,58.1,24.2,25.5,36.4,77.7,90.8,93.7,54.7,52.9,84.5,56.8,60.0,40.0,14.1,35.0,30.0,10.218391309202884,17.535,Gabon,2.172579,39.81,3.402,2.1434,15486.068321059052,20.0,2.022,1553.1368833639087,56.2
60,Gambia,Gambia,Sub-Saharan Africa,104.0,12.0,58.8,41.8,44.3,35.2,76.9,84.1,54.5,56.0,67.4,63.2,66.6,65.0,50.0,11.7,35.0,31.0,11.09,22.988333333333333,Gambia,2.347706,6.412,5.975,4.669199999999999,2298.378172905335,9.1,7.116,32.2660715,76.6
61,Georgia,Georgia,Europe,12.0,7.0,77.2,66.9,59.3,64.6,89.1,76.9,94.9,84.9,76.7,76.7,86.0,80.0,70.0,2.0,20.0,15.0,21.7,27.765333333333334,Georgia,3.720382,47.91,5.148,4.1524,15636.553760474306,14.4,4.853,1267.7239999,41.1
62,Germany,Germany,Europe,29.0,16.0,72.5,78.8,69.8,81.5,60.4,40.3,92.8,82.4,53.0,77.2,84.0,80.0,70.0,3.0,47.5,15.8,38.19,44.60966666666667,Germany,83.132799,4443.57,0.565,1.7047999999999999,56052.42206988559,3.0,1.346,36358.64118753358,59.8
63,Ghana,Ghana,Sub-Saharan Africa,101.0,11.0,59.2,49.3,38.2,32.3,82.8,87.8,31.7,62.9,60.9,71.7,62.4,70.0,60.0,11.3,30.0,25.0,14.115,20.177333333333333,Ghana,30.417856,204.813,6.113,5.229,5636.953910198169,4.3,7.208,2318.8,63.2
64,Greece,Greece,Europe,96.0,44.0,60.9,55.5,53.5,53.6,59.9,34.2,80.0,75.8,49.8,80.0,84.0,55.0,50.0,3.0,44.0,24.0,38.74,46.838,Greece,10.716322,323.653,1.87,0.9359999999999999,31399.415673387855,17.2,0.517,4631.220893672757,179.2
65,Guatemala,Guatemala,Americas,75.0,15.0,64.0,43.2,32.6,30.1,91.8,94.8,92.1,61.5,48.5,77.7,75.6,70.0,50.0,4.7,7.0,25.0,12.2,13.177333333333332,Guatemala,16.604026,152.779,3.57,3.2794000000000003,8995.5378734599,2.5,3.7,998.24405,34.7
66,Guinea,Guinea,Sub-Saharan Africa,123.0,20.0,56.5,32.2,33.4,22.0,69.7,92.5,95.3,47.1,58.6,70.5,66.4,50.0,40.0,9.3,40.0,35.0,14.3,15.842666666666666,Guinea,12.771246,33.392,5.645,7.361,2670.308946746379,4.3,9.471,44.7999999,34.5
67,Guinea-Bissau,GuineaBissau,Sub-Saharan Africa,139.0,29.0,54.9,39.5,50.8,20.2,88.7,88.7,69.6,37.9,61.0,86.7,55.8,30.0,30.0,12.1,20.0,25.0,10.322833200828118,19.417333333333335,Guinea-Bissau,1.920922,3.696,4.6,4.926,2071.8162475021636,2.5,0.247,30.612874128956886,65.0
68,Guyana,Guyana,Americas,116.0,22.0,57.4,44.9,40.4,38.5,64.6,77.3,69.8,58.2,62.1,81.3,66.8,55.0,30.0,6.6,33.3,40.0,28.8,27.537666666666667,Guyana,0.782766,7.148,4.663,3.4692,10104.70119129609,11.9,2.092,1713.3330862,32.7
69,Haiti,Haiti,Americas,155.0,28.0,50.8,12.6,15.1,22.0,80.2,91.3,92.9,33.0,62.1,59.7,65.4,45.0,30.0,7.3,30.0,30.0,13.3,17.03933333333333,Haiti,11.263077,20.842,-1.197,0.8248,1800.5645612951275,13.8,17.346,75.0,47.7
70,Honduras,Honduras,Americas,98.0,19.0,59.8,45.5,36.0,29.1,82.2,79.3,96.7,48.7,32.0,71.8,71.8,65.0,60.0,6.6,25.0,25.0,23.1,26.293666666666667,Honduras,9.746117,51.385,2.651,3.7847999999999997,5965.368818955499,5.4,4.365,498.1,40.6
72,Hungary,Hungary,Europe,55.0,31.0,67.2,65.6,52.4,48.7,83.6,35.0,83.3,59.9,64.8,78.8,84.0,80.0,70.0,3.0,15.0,9.0,36.55,46.564666666666675,Hungary,9.769949,335.752,4.928,4.078200000000001,33978.95509454941,3.4,3.371,5204.530530516755,66.3
73,Iceland,Iceland,Europe,11.0,6.0,77.4,87.0,72.6,90.6,72.4,46.2,97.6,83.6,62.0,79.4,86.8,80.0,70.0,1.6,31.8,20.0,36.69,42.4,Iceland,0.361313,20.046,1.919,4.331,60061.37059019095,2.8,3.013,-240.90023740124627,34.5
74,India,India,Asia-Pacific,121.0,26.0,56.5,59.2,55.9,48.1,78.7,78.5,18.0,76.7,41.3,72.1,69.4,40.0,40.0,10.3,30.9,32.4,11.179921835287544,26.748666666666665,India,1366.417754,11043.18,4.228,6.7288000000000014,7034.217224321284,5.4,4.536,50552.96199933003,71.9
75,Indonesia,Indonesia,Asia-Pacific,56.0,10.0,66.9,59.4,48.9,39.1,83.7,91.8,90.7,71.3,49.2,79.0,79.2,50.0,60.0,5.4,30.0,25.0,10.230449477737409,16.525000000000002,Indonesia,270.625568,3735.64,5.025,5.0348,12301.75289990179,4.7,2.82,23429.0299999,30.4
76,Iran,Iran,Middle East and North Africa,168.0,14.0,47.2,33.5,28.3,31.8,80.8,90.1,82.8,57.1,50.1,42.1,54.2,5.0,10.0,15.4,35.0,25.0,8.39,18.145666666666667,Iran,82.913906,1491.45,-7.586,0.33180000000000015,12912.2,11.4,41.06,1508.0,29.7
77,Iraq,Iraq,Middle East and North Africa,,,,44.8,11.0,22.0,,65.3,94.7,51.7,45.6,77.0,,,,,15.0,15.0,1.979469066427124,34.01433333333333,Iraq,39.309783,708.265,3.914,3.7184,11332.14147483182,12.8,-0.199,-3075.5999999,51.4
78,Ireland,Ireland,Europe,5.0,2.0,81.4,86.0,72.4,82.0,76.6,81.1,93.1,81.5,76.1,84.4,84.0,90.0,70.0,3.0,41.0,12.5,22.32,25.076666666666668,Ireland,4.941444,417.875,5.543,10.1608,88240.90102885544,4.9,0.877,78234.14830736164,58.6
79,Israel,Israel,Middle East and North Africa,26.0,2.0,73.8,83.6,79.8,76.8,60.0,53.8,79.2,73.9,65.1,84.4,84.2,75.0,70.0,2.9,50.0,23.0,31.09,39.22933333333334,Israel,9.0533,354.878,3.503,3.3625999999999996,42193.82558987771,3.9,0.842,18224.249,61.4
80,Italy,Italy,Europe,68.0,36.0,64.9,75.7,62.3,63.7,58.1,28.9,73.0,68.1,50.5,84.2,84.0,80.0,50.0,3.0,43.0,24.0,42.05,48.67066666666667,Italy,60.297396,2454.81,0.301,0.9676,44196.69310322129,9.9,0.634,26569.496686369337,134.8
81,Jamaica,Jamaica,Americas,45.0,5.0,69.0,60.6,55.1,47.7,79.7,74.4,83.1,77.6,73.4,77.5,69.2,80.0,50.0,10.4,25.0,25.0,27.9,29.22966666666667,Jamaica,2.948279,27.913,0.97,1.1826,10166.062775125918,8.0,3.91,665.416,91.9
82,Japan,Japan,Asia-Pacific,23.0,6.0,74.1,87.8,75.5,82.0,67.8,57.8,67.5,85.9,79.0,85.1,80.4,60.0,60.0,2.3,40.8,23.9,31.37,37.510333333333335,Japan,126.264931,5711.93,0.654,0.9780000000000001,43235.7175691122,2.3,0.477,14552.383316085628,237.4
83,Jordan,Jordan,Middle East and North Africa,69.0,6.0,64.6,66.2,60.3,51.0,84.7,73.3,45.5,58.9,52.8,82.0,71.0,70.0,60.0,9.5,30.0,20.0,15.126289761748012,29.828999999999997,Jordan,10.101694,96.263,2.021,2.1452,10316.609094632064,14.7,0.297,915.774647887324,93.2
