CountryID,Country_Name,WEBNAME,Region,World_Rank,Region_Rank,2021_Score,Property_Rights,Judical_Effectiveness,Government_Integrity,Tax_Burden,Gov't_Spending,Fiscal_Health,Business_Freedom,Labor_Freedom,Monetary_Freedom,Trade_Freedom,Investment_Freedom_,Financial_Freedom,Tariff_Rate_(%),Income_Tax_Rate_(%),Corporate_Tax_Rate_(%),Tax_Burden_%_of_GDP,Gov't_Expenditure_%_of_GDP_,Country,Population_(Millions),"GDP_(Billions,_PPP)",GDP_Growth_Rate_(%),5_Year_GDP_Growth_Rate_(%),GDP_per_Capita_(PPP),Unemployment_(%),Inflation_(%),FDI_Inflow_(Millions),Public_Debt_(%_of_GDP)
149,Slovenia,Slovenia,Europe,48.0,28.0,68.3,77.3,56.3,68.2,58.2,42.5,91.1,78.8,61.5,81.9,84.0,70.0,50.0,3.0,50.0,19.0,36.38,43.77333333333333,Slovenia,2.087946,79.179,2.443,3.3451999999999997,40656.557365045235,4.2,1.628,909.7696129992836,66.8
150,Solomon Islands,SolomonIslands,Asia-Pacific,122.0,27.0,56.5,46.1,55.9,35.2,66.3,55.3,92.2,58.9,73.8,80.6,68.6,15.0,30.0,8.2,40.0,30.0,29.54934956820228,38.60566666666667,Solomon Islands,0.669823,1.455,1.24,2.912,2465.5206427305134,0.6,2.245,30.1366628208579,12.2
184,Somalia,Somalia,Sub-Saharan Africa,,,,27.8,23.3,11.5,,,,31.2,,,,,,,,,,,Somalia,15.442905,12.655,2.9,2.6878,,11.4,,447.0,
151,South Africa,SouthAfrica,Sub-Saharan Africa,99.0,9.0,59.7,59.6,57.1,50.6,63.9,65.9,53.4,61.5,59.4,76.8,72.6,45.0,50.0,6.2,45.0,28.0,28.386,33.702000000000005,South Africa,58.55827,804.688,0.153,0.7896,12999.12025559732,28.2,4.13,4624.447085254245,62.2
152,Spain,Spain,Europe,39.0,24.0,69.9,76.4,65.4,70.3,61.7,48.1,69.8,66.3,57.9,83.5,84.0,85.0,70.0,3.0,45.0,25.0,34.4,41.60833333333334,Spain,47.076781,1923.65,1.977,2.8182,42214.13039347434,14.0,0.7,12405.502194160845,95.5
153,Sri Lanka,SriLanka,Asia-Pacific,131.0,28.0,55.7,45.4,46.8,39.5,85.0,88.4,30.1,75.2,59.1,71.6,47.0,40.0,40.0,19.0,24.0,28.0,11.919153551202882,19.626,Sri Lanka,21.803,304.166,2.283,3.7324000000000006,13620.118480375222,4.2,4.303,758.187,86.8
154,Sudan,Sudan,Sub-Saharan Africa,175.0,47.0,39.1,32.6,19.7,20.2,84.9,91.9,0.0,50.8,60.4,39.2,45.0,5.0,20.0,17.5,15.0,35.0,7.961450792565102,16.415666666666667,Sudan,42.813238,175.228,-2.521,0.255,4122.52668491946,16.5,50.994,825.3999999,200.3
155,Suriname,Suriname,Americas,169.0,29.0,46.4,45.5,15.4,38.5,70.0,68.2,7.8,45.8,61.9,73.7,60.2,40.0,30.0,12.4,38.0,36.0,16.1,32.550999999999995,Suriname,0.581372,9.358,2.3,-0.458,17005.426749939867,7.3,4.392,7.2279999,78.1
157,Sweden,Sweden,Europe,21.0,12.0,74.7,86.6,79.1,92.5,43.6,29.5,97.6,83.2,53.9,81.5,84.0,85.0,80.0,3.0,57.0,21.4,43.93,48.464666666666666,Sweden,10.285453,564.771,1.232,2.5405999999999995,55814.51265352722,6.5,1.699,20567.96375689206,34.8
158,Switzerland,Switzerland,Europe,4.0,1.0,81.9,85.4,82.2,87.9,70.4,67.6,96.9,73.6,72.5,85.4,86.0,85.0,90.0,2.0,11.5,8.5,27.94,32.839666666666666,Switzerland,8.574832,566.231,0.917,1.7004000000000001,70989.25812615764,4.6,0.361,-21740.00845206472,39.3
159,Syria,Syria,Middle East and North Africa,,,,42.5,19.7,25.9,,,,49.7,57.8,60.6,47.0,0.0,,16.5,22.0,28.0,,,Syria,17.070135,67.1,4.8,-0.38000000000000006,4030.0,43.5,11.2,,93.7
160,Taiwan ,Taiwan,Asia-Pacific,6.0,4.0,78.6,87.3,72.9,74.5,79.2,91.0,93.7,93.4,60.4,84.3,86.0,60.0,60.0,2.0,40.0,20.0,8.9,17.342333333333332,Taiwan ,23.6,1339.81,2.714,2.4802000000000004,55527.4,3.7,0.545,8213.0,28.2
161,Tajikistan,Tajikistan,Asia-Pacific,134.0,29.0,55.2,41.6,48.8,35.2,91.9,68.6,75.1,62.3,46.2,68.5,69.6,25.0,30.0,7.7,13.0,15.0,20.5,32.327000000000005,Tajikistan,9.321018,34.131,7.5,6.959999999999999,3519.8220167011564,11.0,7.802,212.81,44.6
162,Tanzania,Tanzania,Sub-Saharan Africa,93.0,8.0,61.3,41.3,40.2,34.5,80.7,91.8,90.8,45.7,67.7,72.9,64.4,55.0,50.0,10.3,30.0,30.0,11.493954613651816,16.6,Tanzania,58.005463,193.504,6.269,6.6042000000000005,2770.68117187672,2.0,3.449,1112.4,38.1
163,Thailand,Thailand,Asia-Pacific,42.0,9.0,69.7,60.0,48.1,45.1,81.5,86.0,96.4,85.3,64.3,74.4,80.0,55.0,60.0,5.0,35.0,20.0,14.927746956191571,21.575000000000003,Thailand,69.625582,1377.54,2.372,3.4304,19228.29468184439,0.8,0.706,4145.6720694,41.1
164,Timor-Leste,TimorLeste,Asia-Pacific,170.0,38.0,44.7,37.2,15.1,37.4,91.7,0.0,20.0,62.2,53.4,79.7,75.0,45.0,20.0,2.5,10.0,10.0,25.047025389616966,86.92833333333334,Timor-Leste,1.293119,2.017,3.1,1.0256,3252.5463711440043,4.5,0.142,74.5799999,3.8
165,Togo,Togo,Sub-Saharan Africa,113.0,18.0,57.5,44.5,28.2,32.2,68.0,84.8,89.9,60.6,47.1,79.7,65.4,60.0,30.0,12.3,45.0,27.0,21.023,22.509,Togo,8.082366,14.972,5.3,5.1738,1662.0723449035222,2.0,0.687,133.31292409046895,71.0
166,Tonga,Tonga,Asia-Pacific,115.0,23.0,57.5,48.1,23.3,44.6,84.8,53.7,95.4,70.0,69.9,66.4,73.4,40.0,20.0,5.8,20.0,25.0,22.25817321484909,39.282000000000004,Tonga,0.104494,0.624,-0.141,2.415,6940.0,1.1,4.651,12.5581276,48.0
167,Trinidad and Tobago,TrinidadTobago,Americas,102.0,20.0,59.0,52.4,46.9,36.4,79.5,70.9,15.8,66.5,76.8,83.4,68.8,60.0,50.0,8.1,25.0,30.0,22.9,31.154,Trinidad and Tobago,1.394973,44.946,-0.002,-1.4064,27260.81122338269,2.7,1.001,229.8666666,61.5
168,Tunisia,Tunisia,Middle East and North Africa,119.0,10.0,56.6,53.9,41.9,42.0,71.7,71.1,53.0,80.7,49.7,73.6,66.8,45.0,30.0,9.1,35.0,25.0,31.237,31.037999999999997,Tunisia,11.694719,148.688,1.043,1.6079999999999999,11201.343758380195,16.0,6.722,844.7969335132204,71.1
169,Turkey,Turkey,Europe,76.0,37.0,64.0,61.5,58.6,45.4,73.2,64.5,75.8,68.5,48.8,65.4,76.0,70.0,60.0,4.5,40.0,22.0,24.35,34.38766666666667,Turkey,83.429615,2361.78,0.937,4.101,27875.193251484725,13.5,15.177,8434.0,33.1
170,Turkmenistan,Turkmenistan,Asia-Pacific,167.0,37.0,47.4,27.7,20.0,22.0,92.6,93.2,96.3,30.0,20.0,72.8,74.2,10.0,10.0,2.9,10.0,20.0,15.56,15.022,Turkmenistan,5.942089,121.848,6.347,6.3246,18200.0,3.9,5.092,2165.8625,29.5
171,Uganda,Uganda,Sub-Saharan Africa,106.0,14.0,58.6,44.8,36.5,25.0,73.2,91.6,63.2,44.9,83.2,78.9,67.4,55.0,40.0,11.3,40.0,30.0,13.547,16.727,Uganda,44.269594,118.694,4.92,4.854000000000001,2271.6494240216703,1.8,2.869,1266.03,40.0
172,Ukraine,Ukraine,Europe,127.0,45.0,56.2,48.5,41.1,37.9,88.7,48.2,87.7,63.5,48.7,65.8,79.2,35.0,30.0,2.9,20.0,18.0,20.140889334257523,41.550333333333334,Ukraine,44.385155,409.825,3.173,0.32859999999999995,13341.2105189612,8.9,7.886,3070.0,50.1
173,United Arab Emirates,UnitedArabEmirates,Middle East and North Africa,14.0,1.0,76.9,80.8,81.1,66.0,100.0,73.0,98.5,80.0,81.6,80.6,81.4,40.0,60.0,4.3,0.0,0.0,0.059310281329913166,29.978333333333335,United Arab Emirates,9.770529,744.092,1.292,2.3352,69900.87784769331,2.4,-1.931,13787.46594,26.6
174,United Kingdom,UnitedKingdom,Europe,7.0,3.0,78.4,87.6,76.7,86.5,64.9,54.8,77.3,94.4,73.2,81.0,84.0,80.0,80.0,3.0,45.0,19.0,33.54,38.828,United Kingdom,66.834405,3162.41,1.409,1.783,48709.701144586026,3.9,1.791,59137.149786202055,85.4
175,United States,UnitedStates,Americas,20.0,3.0,74.8,79.7,72.4,76.8,76.0,62.2,34.9,82.5,87.1,81.1,80.4,85.0,80.0,2.3,37.0,21.0,24.33,35.474333333333334,United States,328.239523,21427.68,2.334,2.4354,65118.35833281601,3.7,1.812,246215.0,109.0
176,Uruguay,Uruguay,Americas,44.0,4.0,69.3,68.1,66.8,75.7,72.6,66.9,80.5,72.3,70.5,72.5,70.8,85.0,30.0,9.6,36.0,25.0,28.6,33.19266666666667,Uruguay,3.461734,82.791,0.222,1.2988000000000002,22454.657943345523,8.7,7.882,189.244,67.4
177,Uzbekistan,Uzbekistan,Asia-Pacific,108.0,21.0,58.3,57.8,50.8,30.5,92.4,79.9,98.3,73.5,61.2,60.3,55.4,20.0,20.0,14.8,22.0,7.5,14.787118629432817,25.896,Uzbekistan,33.58065,303.317,5.6,5.800800000000001,7288.765626246931,5.9,14.53,2286.34,29.3
178,Vanuatu,Vanuatu,Asia-Pacific,97.0,18.0,60.5,53.3,34.1,39.5,96.8,61.7,94.9,49.4,54.5,75.5,61.6,65.0,40.0,9.2,0.0,0.0,18.007748325953234,35.732,Vanuatu,0.299882,0.851,2.91,2.7516,3273.9149442523067,4.4,2.098,41.0,50.7
179,Venezuela,Venezuela,Americas,177.0,32.0,24.7,7.5,15.4,15.1,71.1,61.5,0.0,33.4,27.5,0.0,54.8,0.0,10.0,12.6,34.0,34.0,24.0,35.827333333333335,Venezuela,28.515829,202.009,-35.0,-18.7106,5990.0,24.0,19906.02,934.0,232.8
180,Vietnam,Vietnam,Asia-Pacific,90.0,17.0,61.7,51.3,35.9,38.0,80.3,86.0,82.8,65.2,62.6,69.0,79.0,40.0,50.0,5.5,35.0,20.0,18.45,21.625666666666664,Vietnam,96.462106,1001.48,7.017,6.942,8374.444328245341,2.0,2.797,16120.0,42.9
181,Yemen,Yemen,Middle East and North Africa,,,,16.5,19.7,17.0,,95.6,48.9,46.1,57.7,54.6,67.4,,,6.3,15.0,20.0,12.0,12.165999999999999,Yemen,29.161922,72.133,2.1,-7.918000000000001,1910.0,,10.0,-370.9827777,56.8
182,Zambia,Zambia,Sub-Saharan Africa,159.0,39.0,50.4,37.2,26.2,30.5,71.1,78.5,5.3,66.1,45.6,71.2,68.2,55.0,50.0,8.4,37.5,35.0,16.161324064713796,26.761,Zambia,17.86103,75.857,1.52,3.1512000000000002,3623.699394783858,11.4,9.8,753.1999998,85.7
183,Zimbabwe,Zimbabwe,Sub-Saharan Africa,174.0,46.0,39.5,32.6,32.0,21.3,63.4,89.4,58.8,41.5,44.1,0.0,56.0,25.0,10.0,12.0,51.5,24.0,20.65868800976391,18.826333333333334,Zimbabwe,14.645468,39.739,-8.276,0.49160000000000004,2953.4841128119524,5.0,255.292,280.0,11.0
