CountryID,Country_Name,WEBNAME,Region,World_Rank,Region_Rank,2014_Score,Change_in_Yearly_Score_from_2013,Property_Rights,Change_in_Property_Rights_from_2013,Freedom_from_Corruption,Change_in_Freedom_from_Corruption_from_2013,Fiscal_Freedom_,Change_in_Fiscal_Freedom_from_2013,Gov't_Spending,Change_in_Gov't_Spending_from_2013,Business_Freedom,Change_in_Business_Freedom_from_2013,Labor_Freedom,Change_in_Labor_Freedom_from_2013,Monetary_Freedom,Change_in_Monetary_Freedom_from_2013,Trade_Freedom,Change_in_Trade_Freedom_from_2013,Investment_Freedom_,Change_in_Investment_Freedom_from_2013,Financial_Freedom,Change_in_Financial_Freedom_from_2013,Tariff_Rate_(%),Income_Tax_Rate_(%),Corporate_Tax_Rate_(%),Tax_Burden_%_of_GDP,Gov't_Expenditure_%_of_GDP_,Country,Population_(Millions),"GDP_(Billions,_PPP)",GDP_Growth_Rate_(%),5_Year_GDP_Growth_Rate_(%),GDP_per_Capita_(PPP),Unemployment_(%),Inflation_(%),FDI_Inflow_(Millions),Public_Debt_(%_of_GDP)
11,Bahrain,Bahrain,Middle East / North Africa,13.0,1.0,75.10899721114556,-0.3910027888544363,60.0,5.0,49.411764705882355,-1.588235294117645,99.9039,0.003899999999987358,71.40203125,-0.9979687500000125,76.3,0.5,82.02210777807892,-8.377892221921087,78.43016837749431,5.9301683774943115,78.62,-4.179999999999993,75.0,0.0,80.0,0.0,5.69,0.0,0.0,3.1,30.875,Bahrain,1.151,33.09,3.851,4.03079605667902,28743.822,3.437,1.2,891.2234042553,33.727
12,Bangladesh,Bangladesh,Asia-Pacific,131.0,27.0,54.057988784661596,1.4579887846615947,20.0,0.0,23.27450980392157,-3.725490196078429,72.515503440476,-0.1844965595240069,92.28636325,0.18636324999999943,70.8,2.799999999999997,51.85231394454266,-0.047686055457340615,65.85119740767578,0.4511974076757781,59.0,5.0,55.0,0.0,30.0,10.0,13.0,25.0,45.0,9.92218,16.035,Bangladesh,150.039,306.0,6.051,6.164664467259118,2039.477,5.0,8.719,990.04,31.7
13,Barbados,Barbados,South and Central America / Caribbean,45.0,6.0,68.30679713110302,-0.9932028688969723,80.0,0.0,77.88235294117648,-0.11764705882352189,73.9924,-0.5075999999999965,49.81079188,-4.389208120000006,72.8,-2.0,78.35996374533144,-6.040036254668564,74.62246274452227,2.5224627445222723,60.6,0.10000000000000142,55.0,0.0,60.0,0.0,14.7,35.0,25.0,27.4,40.902,Barbados,0.278,7.053,0.0,-0.6034450650168499,25372.677,11.0,4.624,356.37228821,72.634
14,Belarus,Belarus,Europe,150.0,42.0,50.1314659084101,2.1314659084100995,20.0,0.0,24.56862745098039,0.5686274509803901,89.2191,0.41910000000000025,61.15455231999999,17.654552319999993,73.4,-1.7999999999999972,77.70663904857958,0.8066390485795694,33.86574026454101,-6.834259735458993,81.4,0.6000000000000085,30.0,10.0,10.0,0.0,1.8,12.0,18.0,24.7,35.984,Belarus,9.386,146.745,1.5,4.9716403544936005,15633.695,0.6,59.218,1441.8,36.905
15,Belgium,Belgium,Europe,35.0,17.0,69.85738970802608,0.6573897080260735,80.0,0.0,74.15686274509804,-0.8431372549019613,44.75,-0.25,14.773300000000006,0.2733000000000061,89.9,-1.6999999999999886,72.72151190494564,2.921511904945646,79.45222243021702,0.15222243021702297,87.82,1.019999999999996,85.0,5.0,70.0,0.0,1.09,50.0,33.0,44.0,53.3,Belgium,11.095,420.307,-0.2,0.42595024534350934,37883.057,7.342,2.624,-1613.7860500017,99.6
16,Belize,Belize,South and Central America / Caribbean,115.0,21.0,56.7131527477463,-0.5868472522536976,30.0,0.0,6.666666666666667,6.666666666666667,82.0711,-0.12890000000000157,74.24178388,1.6417838800000055,71.6,-1.0,67.20131841163824,-4.198681588361765,77.55065851915818,0.25065851915817916,67.8,-9.400000000000006,40.0,0.0,50.0,0.0,11.1,25.0,25.0,23.3,29.302,Belize,0.343,2.999,5.289,2.727894357979488,8753.507,16.1,1.408,197.8995,78.106
17,Benin,Benin,Sub-Saharan Africa,113.0,18.0,57.08358076249533,-0.516419237504671,30.0,0.0,29.529411764705884,-0.470588235294116,68.3475,-7.752499999999998,86.07180373,-0.02819626999999514,51.0,5.600000000000001,50.533170860206475,0.8331708602064722,75.35392127004093,-4.546078729959078,60.0,0.7000000000000028,70.0,0.0,50.0,0.0,15.0,45.0,30.0,15.5,21.547,Benin,9.351,15.586,3.846,3.5170968554382176,1666.738,,6.746,158.5892306156,32.525
18,Bhutan,Bhutan,Asia-Pacific,116.0,24.0,56.707268661363386,1.7072686613633863,60.0,0.0,58.78431372549019,1.7843137254901933,82.9275,0.22749999999999204,57.223206369999986,18.42320636999999,59.4,-1.1000000000000014,83.5836714512629,-0.8163285487371041,65.75399506688092,-1.5460049331190788,49.4,-0.10000000000000142,20.0,0.0,30.0,0.0,17.8,25.0,30.0,13.5,37.761,Bhutan,0.743,4.955,9.715,8.233149011029518,6664.706,3.2,9.686,15.9140298093,72.075
19,Bolivia,Bolivia,South and Central America / Caribbean,158.0,25.0,48.360803743825194,0.4608037438251955,10.0,0.0,28.07843137254902,0.07843137254901933,87.13159999999999,-1.6684000000000054,62.45403612999999,-1.6459638700000028,53.4,-2.3999999999999986,29.94861207980567,-0.8513879201943304,69.95535785589723,2.5553578558972276,77.64,3.3400000000000034,15.0,5.0,50.0,0.0,3.68,13.0,25.0,22.2,35.377,Bolivia,10.831,55.229,5.24,4.804497110292427,5099.273,5.437,4.517,1059.9653907848,33.09
20,Bosnia and Herzegovina,BosniaHerzegovina,Europe,101.0,38.0,58.41207650634301,1.1120765063430156,20.0,0.0,33.88235294117647,1.882352941176471,82.8679,-0.33209999999999695,27.43982799999999,0.5398279999999929,55.5,1.2000000000000028,62.405959340677946,1.2059593406779427,80.0847247815756,1.084724781575602,86.94,0.539999999999992,75.0,5.0,60.0,0.0,1.53,10.0,10.0,38.9,49.18,Bosnia and Herzegovina,3.884,31.909,-0.7,0.7530741463803725,8215.947,28.0,2.049,632.9403527747,44.265
21,Botswana,Botswana,Sub-Saharan Africa,27.0,2.0,72.0368221216246,1.4368221216246013,70.0,0.0,61.23529411764705,0.23529411764705088,81.0139,1.5139000000000067,69.75240973,4.652409730000002,68.5,-0.5,69.72118083153283,-0.07881916846716308,72.42543653706602,0.4254365370660196,82.72,3.019999999999996,75.0,5.0,70.0,0.0,3.64,25.0,22.0,28.1,31.753,Botswana,1.875,31.542,3.822,2.74828167070289,16820.287,17.8,7.533,292.5220150603,14.92
22,Brazil,Brazil,South and Central America / Caribbean,114.0,20.0,56.861108680273176,-0.8388913197268266,50.0,0.0,37.94117647058824,-0.058823529411760944,68.7671,-1.532899999999998,54.08642077,-0.7135792300000006,53.8,0.7999999999999972,49.81274913197146,-7.387250868028545,69.92364043017204,-4.476359569827963,69.28,-0.4200000000000017,55.0,5.0,60.0,0.0,7.86,27.5,34.0,34.8,39.121,Brazil,198.361,2355.586,0.872,3.156744773168607,11875.256,5.5,5.404,65271.85164955,68.469
23,Bulgaria,Bulgaria,Europe,61.0,28.0,65.68983521613202,0.6898352161320247,30.0,0.0,35.15686274509804,2.1568627450980387,91.1879,-2.812100000000001,64.45171213,0.25171213000000137,73.5,-0.09999999999999432,80.16766600819211,5.367666008192117,79.61421127803011,1.0142112780301176,87.82,1.019999999999996,55.0,0.0,60.0,0.0,1.09,10.0,10.0,26.1,34.423,Bulgaria,7.254,103.816,0.775,0.6749588449354915,14311.579,12.379,2.389,1899.3892726334,18.497
24,Burkina Faso,BurkinaFaso,Sub-Saharan Africa,98.0,13.0,58.895477369421926,-1.004522630578073,30.0,0.0,31.313725490196077,1.3137254901960773,82.9981,1.598099999999988,82.314448,0.31444799999999873,60.7,-0.5,55.00435208108888,-1.3956479189111164,78.82414812293432,-1.7758518770656764,67.8,-4.700000000000003,60.0,5.0,40.0,-10.0,8.6,27.5,27.5,13.7,24.28,Burkina Faso,17.358,24.293,8.006,5.746495367562954,1399.495,77.0,3.595,40.0911692535,27.695
25,Burma,Burma,Asia-Pacific,162.0,36.0,46.509031107297474,7.309031107297471,10.0,0.0,11.627450980392156,-3.3725490196078436,86.8631,4.963099999999997,89.20075813,-7.59924187,28.3,8.3,75.66065157116196,55.660651571161964,64.79835039142067,-0.301649608579325,73.64,0.04000000000000625,15.0,15.0,10.0,0.0,3.18,20.0,30.0,3.7,18.973,Burma,63.672,89.461,6.302,5.1660117853867815,1405.028,4.0,6.1,2242.98,47.524
26,Burundi,Burundi,Sub-Saharan Africa,141.0,31.0,51.41967863217169,2.4196786321716885,20.0,0.0,15.862745098039214,-3.1372549019607856,73.4551,1.9551000000000016,51.90154957000001,29.301549570000006,59.8,1.3999999999999986,63.13231021647416,-3.267689783525846,68.22508143720356,-0.4749185627964465,71.82,-7.0800000000000125,60.0,5.0,30.0,0.0,6.59,35.0,35.0,14.3,40.041,Burundi,8.775,5.488,4.003,4.098135723343677,625.43,,11.756,0.6049178169,32.002
27,Cambodia,Cambodia,Asia-Pacific,108.0,23.0,57.366410843980475,-1.133589156019525,30.0,0.0,18.705882352941178,-2.2941176470588225,90.8119,-0.08810000000001139,88.44342613,0.043426130000000285,36.6,-2.799999999999997,50.190224426154494,-4.009775573845509,77.91267553070914,-3.38732446929086,71.0,0.7999999999999972,60.0,0.0,50.0,0.0,9.5,20.0,20.0,10.9,19.627,Cambodia,15.254,36.645,6.451,5.247889413225693,2402.327,0.0,2.925,1557.135,28.503
28,Cameroon,Cameroon,Sub-Saharan Africa,136.0,29.0,52.630295399729675,0.33029539972967825,30.0,0.0,21.941176470588236,-3.0588235294117645,71.7175,2.417500000000004,85.97467348,-1.1253265199999873,45.0,-1.7999999999999972,56.11901528670894,0.6190152867089367,69.35058875999952,-0.5494112400004809,61.2,6.300000000000004,35.0,0.0,50.0,0.0,11.9,35.0,38.5,11.0,21.622,Cameroon,21.458,50.774,4.741,3.5267288696162025,2366.243,30.0,3.0,507.029,14.859
29,Canada,Canada,North America,6.0,1.0,80.17027736764187,0.7702773676418673,90.0,0.0,87.68627450980392,0.6862745098039227,79.72999999999999,-0.07000000000000739,47.3317,2.5317000000000007,89.3,-2.4000000000000057,83.05106945210274,0.7510694521027403,76.32372971451207,1.1237297145120664,88.28,0.0799999999999983,80.0,5.0,80.0,0.0,0.86,29.0,15.0,31.0,41.9,Canada,34.827,1488.311,1.837,1.1505505724440646,42734.362,7.292,1.516,45374.8443736314,85.641
30,Cape Verde,CapeVerde,Sub-Saharan Africa,60.0,3.0,66.14738337465666,2.4473833746566527,70.0,0.0,54.94117647058823,-0.05882352941176805,77.4196,-0.48040000000000305,68.60820688,3.2082068799999917,63.8,4.899999999999999,48.020744965114886,7.720744965114889,79.08410543086342,1.084105430863417,69.6,2.6999999999999886,70.0,5.0,60.0,0.0,10.2,35.0,25.0,20.2,32.348,Cape Verde,0.527,2.178,4.292,4.888520031821364,4132.809,10.0,2.543,70.9290894043,103.353
31,Central African Republic,CentralAfricanRepublic,Sub-Saharan Africa,161.0,40.0,46.69299455322697,-3.7070054467730316,10.0,-10.0,20.607843137254903,-1.3921568627450966,65.1164,0.01640000000000441,92.58927733,0.1892773299999959,33.9,-1.3000000000000043,40.426619647989554,-7.4733803520104445,72.48980541702522,-5.610194582974771,51.8,-6.0,50.0,-5.0,30.0,0.0,16.6,50.0,30.0,9.4,15.717,Central African Republic,4.862,3.891,4.113,2.8410386340405047,800.223,8.0,5.23,71.1764,30.597
32,Chad,Chad,Sub-Saharan Africa,167.0,41.0,44.519092848798365,-0.6809071512016374,20.0,0.0,15.862745098039214,-4.137254901960786,46.15656666666667,-4.2434333333333285,79.95797773,4.457977729999996,24.9,-0.3000000000000007,43.306042554605426,2.806042554605426,69.80759643867239,-4.792403561327603,55.2,-0.3999999999999986,50.0,0.0,40.0,0.0,14.9,60.0,45.0,5.1,25.847,Chad,10.74,20.661,5.038,3.682384522287352,1923.697,,7.676,323.4907112059,34.454
33,Chile,Chile,South and Central America / Caribbean,7.0,1.0,78.7306267541854,-0.26937324581460587,90.0,0.0,72.31372549019608,0.3137254901960773,76.50309999999999,-1.096900000000005,83.797072,0.09707199999999716,69.3,-1.2000000000000028,69.29442815699927,-4.905571843000729,84.13794189465855,-0.4620581053414412,81.96000000000001,-0.03999999999999204,90.0,5.0,70.0,0.0,4.02,40.0,20.0,18.7,23.24,Chile,17.403,320.54,5.472,3.835827571379946,18419.037,6.45,3.007,30323.047,11.222
34,China,China,Asia-Pacific,137.0,29.0,52.46061805182126,0.5606180518212582,20.0,0.0,35.03921568627451,-0.9607843137254903,69.89,-0.3100000000000023,82.88090367999999,-0.4190963200000084,49.7,1.7000000000000028,61.94727573782299,-0.65272426217701,73.34878541411504,1.7487854141150478,71.8,-0.20000000000000284,30.0,5.0,30.0,0.0,4.1,45.0,25.0,19.0,23.888,China,1354.04,12405.67,7.8,9.27470123029992,9161.967,4.1,2.65,121080.0,22.849
35,Colombia,Colombia,South and Central America / Caribbean,34.0,3.0,70.6996657301146,1.0996657301146087,50.0,0.0,33.19607843137255,-0.8039215686274517,80.5799,4.479900000000001,74.92115293,-0.27884706999999764,85.2,-5.0,80.53138950304964,1.2313895030496411,78.76813643672385,0.06813643672384728,78.8,6.599999999999994,75.0,5.0,70.0,0.0,5.6,33.0,25.0,15.1,28.913,Colombia,46.598,502.874,4.004,3.951764989008888,10791.73,10.383,3.169,15822.9361468719,32.838
36,Comoros,Comoros,Sub-Saharan Africa,142.0,32.0,51.35175928509996,3.851759285099959,30.0,0.0,22.058823529411764,-1.9411764705882355,64.4624,-0.23760000000000048,85.31453125,2.914531249999996,49.4,4.699999999999996,50.113099703025945,-1.0869002969740578,74.50873836856182,-0.09126163143817223,72.66,3.8599999999999994,35.0,20.0,30.0,10.0,6.17,30.0,50.0,12.4,22.125,Comoros,0.694,0.873,2.45,1.9014038895080798,1257.986,20.0,5.98,16.9654423133,42.613
37,"Congo, Democratic Republic of the Congo",DemcoraticRepublicCongo,Sub-Saharan Africa,172.0,44.0,40.61004602937214,1.0100460293721412,10.0,0.0,17.647058823529413,-2.352941176470587,69.43039999999999,-1.969600000000014,74.56600933,14.466009329999999,30.0,-8.700000000000003,38.5047965794026,2.204796579402604,62.95219556078939,6.4521955607893915,63.0,0.0,20.0,0.0,20.0,0.0,11.0,30.0,40.0,23.6,29.117,Democratic Republic of Congo,74.749,27.575,7.107,6.0171810372030565,368.908,,9.345,3312.1427432832,36.047
38,"Congo, Republic of",RepublicCongo,Sub-Saharan Africa,169.0,43.0,43.737816831244935,0.2378168312449347,10.0,0.0,20.607843137254903,-1.3921568627450966,67.4844,6.084399999999995,79.61534533,-0.6846546700000005,35.1,3.6000000000000014,46.961884840983004,2.1618848409830065,72.00869500421149,-2.291304995788508,55.6,-5.100000000000001,20.0,0.0,30.0,0.0,14.7,45.0,34.0,8.4,26.067,Republic of Congo,4.092,19.096,3.832,5.789220430979314,4666.557,53.0,5.008,2757.9344481291,21.136
39,Costa Rica,CostaRica,South and Central America / Caribbean,53.0,9.0,66.92460073920886,-0.07539926079114423,50.0,0.0,50.92156862745099,2.9215686274509878,79.9539,-2.9461000000000013,90.04313428,-0.05686571999999046,64.9,6.6000000000000085,53.31964596453426,-7.080354035465739,76.28775852010328,0.8877585201032758,83.82,-1.2800000000000011,70.0,0.0,50.0,0.0,3.09,25.0,30.0,21.9,18.218,Costa Rica,4.666,58.822,5.0,3.094002241720206,12606.293,7.5,4.493,2265.3949639788,34.821
40,Côte d'Ivoire,CoeDivoire,Sub-Saharan Africa,107.0,16.0,57.72067297274746,3.6206729727474567,30.0,5.0,22.117647058823533,0.11764705882353255,79.0739,1.173899999999989,79.83838672,0.038386720000005425,55.1,11.800000000000004,59.03207285834165,4.432072858341648,80.62472309030939,2.8247230903093907,71.42,1.1200000000000045,50.0,10.0,50.0,0.0,6.79,36.0,25.0,13.1,25.924,Côte d'Ivoire,23.368,40.348,9.838,2.622940079583813,1726.649,,1.31,478.400215804,49.07
41,Croatia,Croatia,Europe,87.0,36.0,60.37048453632126,-0.9295154636787402,40.0,0.0,41.11764705882353,1.117647058823529,69.3724,-6.027600000000007,45.825249250000006,-2.874750749999997,61.4,-1.6000000000000014,39.40085121527421,-2.99914878472579,79.16869783911481,-1.9313021608851813,87.42,-0.0799999999999983,80.0,5.0,60.0,0.0,1.29,40.0,20.0,32.6,42.495,Croatia,4.402,78.4,-1.976,-1.877833114609495,17810.142,15.0,3.428,1250.5672663544,56.282
42,Cuba,Cuba,South and Central America / Caribbean,177.0,29.0,28.713545074446813,0.21354507444681303,10.0,0.0,41.235294117647065,-0.7647058823529349,60.0464,-2.6536000000000044,0.0,0.0,20.0,10.0,20.0,0.0,65.81375662682103,-1.5862433731789736,60.04,-2.6600000000000037,0.0,0.0,10.0,0.0,9.98,50.0,30.0,24.4,66.7,Cuba,,,,,,3.8,,,35.3
43,Cyprus,Cyprus,Europe,46.0,21.0,67.63577998044585,-1.3642200195541534,70.0,0.0,63.96078431372549,0.9607843137254903,79.7275,-0.0724999999999909,36.19666933000001,3.4966693300000102,79.7,-1.0,70.17153260684661,7.371532606846614,78.7813135538863,-5.318686446113688,82.82,1.019999999999996,65.0,-10.0,50.0,-10.0,1.09,35.0,10.0,26.5,46.117,Cyprus,0.872,23.613,-2.425,0.20642813657372194,27085.983,12.125,3.093,848.6481496709,86.205
44,Czech Republic,CzechRepublic,Europe,26.0,15.0,72.20922868615158,1.3092286861515703,70.0,0.0,45.29411764705882,1.294117647058819,81.6791,-0.32089999999999463,43.75330000000001,0.2533000000000101,70.1,4.299999999999997,84.02878277836423,-1.4712172216357686,79.41698643609266,-2.283013563907346,87.82,1.019999999999996,80.0,10.0,80.0,0.0,1.09,15.0,19.0,35.3,43.3,Czech Republic,10.553,286.952,-1.249,0.30326515355685313,27190.922,7.027,3.294,10592.4862725067,43.146
45,Denmark,Denmark,Europe,10.0,3.0,76.06174355202714,0.0,90.0,0.0,93.70588235294117,-0.29411764705882604,39.2539,-0.5460999999999956,0.4671999999999912,-5.432800000000009,98.1,-0.30000000000001137,91.24999999960416,0.14999999960416233,80.02045316772612,0.020453167726117272,87.82,1.019999999999996,90.0,5.0,90.0,0.0,1.09,56.0,25.0,48.1,57.6,Denmark,5.581,210.147,-0.57,-0.9016662418175558,37657.201,7.55,2.411,2883.0483661575,50.102
46,Djibouti,Djibouti,Sub-Saharan Africa,118.0,20.0,55.91617911360122,2.0161791136012184,30.0,0.0,30.862745098039216,0.8627450980392162,80.6291,1.2290999999999883,62.83091197000001,14.030911970000012,42.7,12.700000000000003,65.1319058749605,5.5319058749604935,77.20712819301254,0.6071281930125423,54.8,-4.800000000000004,65.0,0.0,50.0,-10.0,17.6,30.0,25.0,20.3,35.199,Djibouti,0.889,2.379,4.841,4.723876301296115,2676.963,59.0,3.738,100.0,38.618
47,Dominica,Dominica,South and Central America / Caribbean,63.0,12.0,65.24268892661374,1.3426889266137394,60.0,0.0,53.490196078431374,1.4901960784313744,72.89359999999999,0.8935999999999922,61.735306120000004,11.635306120000003,75.0,-2.0,70.73748171177894,1.9374817117789433,85.83030535592702,0.5303053559270268,72.74,-1.5600000000000023,70.0,0.0,30.0,0.0,8.63,35.0,30.0,24.2,35.714,Dominica,0.071,1.002,0.447,1.9710765928592666,14166.151,23.0,2.285,19.6747503704,72.164
48,Dominican Republic,DominicanRepublic,South and Central America / Caribbean,80.0,16.0,61.30683436337298,1.6068343633729754,30.0,0.0,27.294117647058826,1.294117647058826,83.6759,-0.02410000000000423,92.25072448,-0.34927551999999196,56.1,2.3999999999999986,55.220114935645334,-0.3798850643546672,75.70748657102563,2.8074865710256205,77.82,0.01999999999999602,75.0,10.0,40.0,0.0,6.09,25.0,29.0,12.9,16.072,Dominican Republic,10.237,98.747,3.888,4.955439789412641,9646.071,13.0,3.695,3609.6,33.486
49,Ecuador,Ecuador,South and Central America / Caribbean,159.0,26.0,48.032436734326055,1.1324367343260562,20.0,0.0,25.960784313725494,-1.0392156862745061,79.8124,-0.28759999999999764,41.80378192000001,-5.496218079999984,52.8,1.2999999999999972,52.0278762716535,4.027876271653497,66.11952483788157,-0.7804751621184352,71.8,3.700000000000003,30.0,10.0,40.0,0.0,4.1,35.0,22.0,17.6,44.044,Ecuador,15.239,153.239,4.974,4.695476901333495,10055.885,5.3,5.101,586.516,18.613
50,Egypt,Egypt,Middle East / North Africa,135.0,13.0,52.91875244258466,-1.8812475574153353,20.0,-15.0,28.627450980392158,-0.3725490196078418,85.59559999999999,-0.004400000000003956,69.63989968,0.2398996799999935,62.7,-0.5999999999999943,45.72561379638277,2.4256137963827697,60.49895996907166,2.0989599690716645,71.4,-2.3999999999999915,45.0,-5.0,40.0,0.0,9.3,25.0,25.0,13.8,31.812,Egypt,82.5,539.952,2.215,4.1747079683211785,6544.874,12.313,8.6,2797.7,80.155
51,El Salvador,ElSalvador,South and Central America / Caribbean,59.0,11.0,66.16105465913633,-0.5389453408636768,40.0,0.0,34.31372549019608,0.3137254901960773,79.6284,-6.071600000000004,85.80942997,0.4094299699999908,59.6,-2.1999999999999957,63.27204158504687,1.2720415850468711,79.96694954612029,0.3669495461202956,79.02,0.01999999999999602,70.0,0.0,70.0,0.0,5.49,30.0,30.0,15.4,21.749,El Salvador,6.229,46.329,1.6,0.5976133008061879,7437.926,5.737,1.73,515.8,52.193
52,Equatorial Guinea,EquatorialGuinea,Sub-Saharan Africa,168.0,42.0,44.37761856758307,2.077618567583073,10.0,-5.0,16.58823529411765,-2.4117647058823515,75.47749999999999,0.07749999999998636,62.58552325000001,23.28552325000001,43.4,-1.0,41.51449898525549,-1.5855010147445086,75.41042814645756,2.610428146457565,53.8,-5.0,35.0,10.0,30.0,0.0,15.6,35.0,35.0,1.5,35.315,Equatorial Guinea,0.744,19.286,2.031,2.6646674226960876,25929.177,22.3,5.5,2115.073208439,8.177
